  Frequency            , dB( V(Vs5)/ V(Ve))   , dB( V(Vs3)/ V(Ve))   
  1.527566058238e+01  ,3.225937861003e+00  ,1.196312039530e+01  
  1.531087461682e+01  ,3.283569553548e+00  ,1.199886764316e+01  
  1.534616982799e+01  ,3.341164496194e+00  ,1.203458146751e+01  
  1.538154640303e+01  ,3.398722643672e+00  ,1.207026182744e+01  
  1.541700452949e+01  ,3.456243950733e+00  ,1.210590868210e+01  
  1.545254439538e+01  ,3.513728371983e+00  ,1.214152199069e+01  
  1.548816618912e+01  ,3.571175862040e+00  ,1.217710171246e+01  
  1.552387009958e+01  ,3.628586375422e+00  ,1.221264780665e+01  
  1.555965631605e+01  ,3.685959866722e+00  ,1.224816023269e+01  
  1.559552502827e+01  ,3.743296290406e+00  ,1.228363894999e+01  
  1.563147642641e+01  ,3.800595600975e+00  ,1.231908391806e+01  
  1.566751070108e+01  ,3.857857752861e+00  ,1.235449509646e+01  
  1.570362804333e+01  ,3.915082700538e+00  ,1.238987244484e+01  
  1.573982864466e+01  ,3.972270398324e+00  ,1.242521592284e+01  
  1.577611269699e+01  ,4.029420800701e+00  ,1.246052549032e+01  
  1.581248039270e+01  ,4.086533861915e+00  ,1.249580110700e+01  
  1.584893192461e+01  ,4.143609536436e+00  ,1.253104273294e+01  
  1.588546748598e+01  ,4.200647778564e+00  ,1.256625032808e+01  
  1.592208727051e+01  ,4.257648542630e+00  ,1.260142385249e+01  
  1.595879147237e+01  ,4.314611782941e+00  ,1.263656326633e+01  
  1.599558028615e+01  ,4.371537453838e+00  ,1.267166852986e+01  
  1.603245390690e+01  ,4.428425509679e+00  ,1.270673960343e+01  
  1.606941253013e+01  ,4.485275904730e+00  ,1.274177644741e+01  
  1.610645635178e+01  ,4.542088593379e+00  ,1.277677902234e+01  
  1.614358556826e+01  ,4.598863529907e+00  ,1.281174728880e+01  
  1.618080037643e+01  ,4.655600668659e+00  ,1.284668120745e+01  
  1.621810097359e+01  ,4.712299964047e+00  ,1.288158073914e+01  
  1.625548755750e+01  ,4.768961370360e+00  ,1.291644584469e+01  
  1.629296032640e+01  ,4.825584842023e+00  ,1.295127648508e+01  
  1.633051947894e+01  ,4.882170333410e+00  ,1.298607262139e+01  
  1.636816521428e+01  ,4.938717798939e+00  ,1.302083421476e+01  
  1.640589773199e+01  ,4.995227193127e+00  ,1.305556122655e+01  
  1.644371723215e+01  ,5.051698470342e+00  ,1.309025361805e+01  
  1.648162391525e+01  ,5.108131585175e+00  ,1.312491135081e+01  
  1.651961798229e+01  ,5.164526492034e+00  ,1.315953438634e+01  
  1.655769963469e+01  ,5.220883145574e+00  ,1.319412268640e+01  
  1.659586907437e+01  ,5.277201500349e+00  ,1.322867621280e+01  
  1.663412650370e+01  ,5.333481510980e+00  ,1.326319492744e+01  
  1.667247212551e+01  ,5.389723132151e+00  ,1.329767879236e+01  
  1.671090614311e+01  ,5.445926318581e+00  ,1.333212776975e+01  
  1.674942876026e+01  ,5.502091024994e+00  ,1.336654182182e+01  
  1.678804018122e+01  ,5.558217206211e+00  ,1.340092091099e+01  
  1.682674061070e+01  ,5.614304817016e+00  ,1.343526499971e+01  
  1.686553025389e+01  ,5.670353812403e+00  ,1.346957405069e+01  
  1.690440931643e+01  ,5.726364147259e+00  ,1.350384802664e+01  
  1.694337800447e+01  ,5.782335776590e+00  ,1.353808689042e+01  
  1.698243652462e+01  ,5.838268655450e+00  ,1.357229060505e+01  
  1.702158508395e+01  ,5.894162739003e+00  ,1.360645913367e+01  
  1.706082389003e+01  ,5.950017982381e+00  ,1.364059243952e+01  
  1.710015315090e+01  ,6.005834340831e+00  ,1.367469048596e+01  
  1.713957307508e+01  ,6.061611769642e+00  ,1.370875323653e+01  
  1.717908387157e+01  ,6.117350224275e+00  ,1.374278065493e+01  
  1.721868574986e+01  ,6.173049660093e+00  ,1.377677270487e+01  
  1.725837891990e+01  ,6.228710032668e+00  ,1.381072935035e+01  
  1.729816359215e+01  ,6.284331297532e+00  ,1.384465055536e+01  
  1.733803997754e+01  ,6.339913410372e+00  ,1.387853628411e+01  
  1.737800828749e+01  ,6.395456326928e+00  ,1.391238650095e+01  
  1.741806873391e+01  ,6.450960003065e+00  ,1.394620117039e+01  
  1.745822152920e+01  ,6.506424394625e+00  ,1.397998025700e+01  
  1.749846688625e+01  ,6.561849457628e+00  ,1.401372372557e+01  
  1.753880501842e+01  ,6.617235148206e+00  ,1.404743154107e+01  
  1.757923613959e+01  ,6.672581422409e+00  ,1.408110366845e+01  
  1.761976046412e+01  ,6.727888236545e+00  ,1.411474007298e+01  
  1.766037820686e+01  ,6.783155546958e+00  ,1.414834072001e+01  
  1.770108958317e+01  ,6.838383310095e+00  ,1.418190557505e+01  
  1.774189480890e+01  ,6.893571482468e+00  ,1.421543460374e+01  
  1.778279410039e+01  ,6.948720020726e+00  ,1.424892777191e+01  
  1.782378767448e+01  ,7.003828881620e+00  ,1.428238504555e+01  
  1.786487574852e+01  ,7.058898021900e+00  ,1.431580639071e+01  
  1.790605854035e+01  ,7.113927398554e+00  ,1.434919177372e+01  
  1.794733626832e+01  ,7.168916968650e+00  ,1.438254116100e+01  
  1.798870915129e+01  ,7.223866689273e+00  ,1.441585451916e+01  
  1.803017740859e+01  ,7.278776517699e+00  ,1.444913181493e+01  
  1.807174126011e+01  ,7.333646411272e+00  ,1.448237301522e+01  
  1.811340092619e+01  ,7.388476327521e+00  ,1.451557808715e+01  
  1.815515662773e+01  ,7.443266223964e+00  ,1.454874699790e+01  
  1.819700858610e+01  ,7.498016058355e+00  ,1.458187971491e+01  
  1.823895702320e+01  ,7.552725788502e+00  ,1.461497620576e+01  
  1.828100216143e+01  ,7.607395372356e+00  ,1.464803643820e+01  
  1.832314422371e+01  ,7.662024767947e+00  ,1.468106038007e+01  
  1.836538343348e+01  ,7.716613933444e+00  ,1.471404799946e+01  
  1.840772001469e+01  ,7.771162827201e+00  ,1.474699926465e+01  
  1.845015419179e+01  ,7.825671407649e+00  ,1.477991414406e+01  
  1.849268618978e+01  ,7.880139633292e+00  ,1.481279260622e+01  
  1.853531623415e+01  ,7.934567462883e+00  ,1.484563461994e+01  
  1.857804455092e+01  ,7.988954855164e+00  ,1.487844015409e+01  
  1.862087136663e+01  ,8.043301769136e+00  ,1.491120917782e+01  
  1.866379690835e+01  ,8.097608163871e+00  ,1.494394166041e+01  
  1.870682140366e+01  ,8.151873998550e+00  ,1.497663757127e+01  
  1.874994508067e+01  ,8.206099232557e+00  ,1.500929688006e+01  
  1.879316816803e+01  ,8.260283825378e+00  ,1.504191955660e+01  
  1.883649089490e+01  ,8.314427736645e+00  ,1.507450557087e+01  
  1.887991349096e+01  ,8.368530926139e+00  ,1.510705489307e+01  
  1.892343618645e+01  ,8.422593353717e+00  ,1.513956749347e+01  
  1.896705921211e+01  ,8.476614979476e+00  ,1.517204334266e+01  
  1.901078279923e+01  ,8.530595763589e+00  ,1.520448241131e+01  
  1.905460717963e+01  ,8.584535666434e+00  ,1.523688467035e+01  
  1.909853258566e+01  ,8.638434648479e+00  ,1.526925009087e+01  
  1.914255925021e+01  ,8.692292670376e+00  ,1.530157864410e+01  
  1.918668740670e+01  ,8.746109692908e+00  ,1.533387030147e+01  
  1.923091728910e+01  ,8.799885677044e+00  ,1.536612503467e+01  
  1.927524913191e+01  ,8.853620583826e+00  ,1.539834281546e+01  
  1.931968317017e+01  ,8.907314374569e+00  ,1.543052361590e+01  
  1.936421963946e+01  ,8.960967010602e+00  ,1.546266740810e+01  
  1.940885877593e+01  ,9.014578453546e+00  ,1.549477416453e+01  
  1.945360081623e+01  ,9.068148665093e+00  ,1.552684385771e+01  
  1.949844599758e+01  ,9.121677607173e+00  ,1.555887646046e+01  
  1.954339455775e+01  ,9.175165241719e+00  ,1.559087194563e+01  
  1.958844673506e+01  ,9.228611531015e+00  ,1.562283028644e+01  
  1.963360276836e+01  ,9.282016437383e+00  ,1.565475145617e+01  
  1.967886289707e+01  ,9.335379923390e+00  ,1.568663542841e+01  
  1.972422736115e+01  ,9.388701951664e+00  ,1.571848217681e+01  
  1.976969640112e+01  ,9.441982485103e+00  ,1.575029167532e+01  
  1.981527025805e+01  ,9.495221486653e+00  ,1.578206389798e+01  
  1.986094917357e+01  ,9.548418919651e+00  ,1.581379881921e+01  
  1.990673338987e+01  ,9.601574747330e+00  ,1.584549641340e+01  
  1.995262314969e+01  ,9.654688933274e+00  ,1.587715665527e+01  
  1.999861869633e+01  ,9.707761441134e+00  ,1.590877951968e+01  
  2.004472027365e+01  ,9.760792234810e+00  ,1.594036498174e+01  
  2.009092812609e+01  ,9.813781278359e+00  ,1.597191301671e+01  
  2.013724249862e+01  ,9.866728535955e+00  ,1.600342360006e+01  
  2.018366363681e+01  ,9.919633972000e+00  ,1.603489670744e+01  
  2.023019178678e+01  ,9.972497551099e+00  ,1.606633231476e+01  
  2.027682719521e+01  ,1.002531923795e+01  ,1.609773039805e+01  
  2.032357010936e+01  ,1.007809899751e+01  ,1.612909093360e+01  
  2.037042077706e+01  ,1.013083679482e+01  ,1.616041389783e+01  
  2.041737944669e+01  ,1.018353259515e+01  ,1.619169926740e+01  
  2.046444636725e+01  ,1.023618636406e+01  ,1.622294701923e+01  
  2.051162178825e+01  ,1.028879806707e+01  ,1.625415713031e+01  
  2.055890595984e+01  ,1.034136767006e+01  ,1.628532957794e+01  
  2.060629913270e+01  ,1.039389513898e+01  ,1.631646433954e+01  
  2.065380155810e+01  ,1.044638044005e+01  ,1.634756139281e+01  
  2.070141348791e+01  ,1.049882353960e+01  ,1.637862071557e+01  
  2.074913517455e+01  ,1.055122440420e+01  ,1.640964228590e+01  
  2.079696687104e+01  ,1.060358300061e+01  ,1.644062608210e+01  
  2.084490883097e+01  ,1.065589929565e+01  ,1.647157208254e+01  
  2.089296130854e+01  ,1.070817325650e+01  ,1.650248026594e+01  
  2.094112455851e+01  ,1.076040485045e+01  ,1.653335061118e+01  
  2.098939883623e+01  ,1.081259404494e+01  ,1.656418309730e+01  
  2.103778439766e+01  ,1.086474080764e+01  ,1.659497770355e+01  
  2.108628149933e+01  ,1.091684510642e+01  ,1.662573440944e+01  
  2.113489039836e+01  ,1.096890690928e+01  ,1.665645319460e+01  
  2.118361135248e+01  ,1.102092618451e+01  ,1.668713403895e+01  
  2.123244462000e+01  ,1.107290290044e+01  ,1.671777692252e+01  
  2.128139045983e+01  ,1.112483702575e+01  ,1.674838182561e+01  
  2.133044913146e+01  ,1.117672852920e+01  ,1.677894872871e+01  
  2.137962089502e+01  ,1.122857737983e+01  ,1.680947761252e+01  
  2.142890601120e+01  ,1.128038354675e+01  ,1.683996845785e+01  
  2.147830474130e+01  ,1.133214699940e+01  ,1.687042124588e+01  
  2.152781734724e+01  ,1.138386770727e+01  ,1.690083595783e+01  
  2.157744409153e+01  ,1.143554564015e+01  ,1.693121257522e+01  
  2.162718523727e+01  ,1.148718076802e+01  ,1.696155107976e+01  
  2.167704104820e+01  ,1.153877306100e+01  ,1.699185145334e+01  
  2.172701178864e+01  ,1.159032248936e+01  ,1.702211367797e+01  
  2.177709772353e+01  ,1.164182902373e+01  ,1.705233773610e+01  
  2.182729911843e+01  ,1.169329263478e+01  ,1.708252361015e+01  
  2.187761623949e+01  ,1.174471329350e+01  ,1.711267128289e+01  
  2.192804935350e+01  ,1.179609097088e+01  ,1.714278073713e+01  
  2.197859872785e+01  ,1.184742563829e+01  ,1.717285195601e+01  
  2.202926463053e+01  ,1.189871726726e+01  ,1.720288492291e+01  
  2.208004733019e+01  ,1.194996582942e+01  ,1.723287962125e+01  
  2.213094709605e+01  ,1.200117129672e+01  ,1.726283603480e+01  
  2.218196419800e+01  ,1.205233364119e+01  ,1.729275414743e+01  
  2.223309890651e+01  ,1.210345283517e+01  ,1.732263394333e+01  
  2.228435149270e+01  ,1.215452885115e+01  ,1.735247540679e+01  
  2.233572222830e+01  ,1.220556166171e+01  ,1.738227852225e+01  
  2.238721138568e+01  ,1.225655123979e+01  ,1.741204327451e+01  
  2.243881923783e+01  ,1.230749755847e+01  ,1.744176964849e+01  
  2.249054605836e+01  ,1.235840059096e+01  ,1.747145762927e+01  
  2.254239212152e+01  ,1.240926031073e+01  ,1.750110720217e+01  
  2.259435770221e+01  ,1.246007669147e+01  ,1.753071835274e+01  
  2.264644307593e+01  ,1.251084970696e+01  ,1.756029106665e+01  
  2.269864851884e+01  ,1.256157933130e+01  ,1.758982532983e+01  
  2.275097430772e+01  ,1.261226553872e+01  ,1.761932112842e+01  
  2.280342072000e+01  ,1.266290830365e+01  ,1.764877844872e+01  
  2.285598803375e+01  ,1.271350760072e+01  ,1.767819727721e+01  
  2.290867652768e+01  ,1.276406340475e+01  ,1.770757760064e+01  
  2.296148648112e+01  ,1.281457569079e+01  ,1.773691940588e+01  
  2.301441817408e+01  ,1.286504443403e+01  ,1.776622268005e+01  
  2.306747188720e+01  ,1.291546960991e+01  ,1.779548741045e+01  
  2.312064790175e+01  ,1.296585119400e+01  ,1.782471358456e+01  
  2.317394649968e+01  ,1.301618916213e+01  ,1.785390119006e+01  
  2.322736796357e+01  ,1.306648349028e+01  ,1.788305021486e+01  
  2.328091257665e+01  ,1.311673415467e+01  ,1.791216064703e+01  
  2.333458062281e+01  ,1.316694113165e+01  ,1.794123247483e+01  
  2.338837238659e+01  ,1.321710439783e+01  ,1.797026568674e+01  
  2.344228815320e+01  ,1.326722392999e+01  ,1.799926027144e+01  
  2.349632820848e+01  ,1.331729970502e+01  ,1.802821621773e+01  
  2.355049283896e+01  ,1.336733170019e+01  ,1.805713351471e+01  
  2.360478233180e+01  ,1.341731989277e+01  ,1.808601215159e+01  
  2.365919697486e+01  ,1.346726426036e+01  ,1.811485211782e+01  
  2.371373705661e+01  ,1.351716478063e+01  ,1.814365340299e+01  
  2.376840286625e+01  ,1.356702143162e+01  ,1.817241599696e+01  
  2.382319469359e+01  ,1.361683419133e+01  ,1.820113988968e+01  
  2.387811282913e+01  ,1.366660303817e+01  ,1.822982507140e+01  
  2.393315756405e+01  ,1.371632795057e+01  ,1.825847153245e+01  
  2.398832919019e+01  ,1.376600890728e+01  ,1.828707926344e+01  
  2.404362800007e+01  ,1.381564588713e+01  ,1.831564825511e+01  
  2.409905428686e+01  ,1.386523886922e+01  ,1.834417849838e+01  
  2.415460834445e+01  ,1.391478783279e+01  ,1.837266998439e+01  
  2.421029046736e+01  ,1.396429275735e+01  ,1.840112270453e+01  
  2.426610095082e+01  ,1.401375362248e+01  ,1.842953665022e+01  
  2.432204009074e+01  ,1.406317040805e+01  ,1.845791181321e+01  
  2.437810818369e+01  ,1.411254309401e+01  ,1.848624818532e+01  
  2.443430552694e+01  ,1.416187166059e+01  ,1.851454575862e+01  
  2.449063241845e+01  ,1.421115608820e+01  ,1.854280452538e+01  
  2.454708915685e+01  ,1.426039635737e+01  ,1.857102447801e+01  
  2.460367604147e+01  ,1.430959244890e+01  ,1.859920560912e+01  
  2.466039337234e+01  ,1.435874434370e+01  ,1.862734791150e+01  
  2.471724145016e+01  ,1.440785202288e+01  ,1.865545137810e+01  
  2.477422057633e+01  ,1.445691546778e+01  ,1.868351600207e+01  
  2.483133105295e+01  ,1.450593465989e+01  ,1.871154177677e+01  
  2.488857318282e+01  ,1.455490958083e+01  ,1.873952869567e+01  
  2.494594726943e+01  ,1.460384021249e+01  ,1.876747675244e+01  
  2.500345361696e+01  ,1.465272653693e+01  ,1.879538594102e+01  
  2.506109253032e+01  ,1.470156853632e+01  ,1.882325625539e+01  
  2.511886431509e+01  ,1.475036619308e+01  ,1.885108768977e+01  
  2.517676927759e+01  ,1.479911948973e+01  ,1.887888023853e+01  
  2.523480772480e+01  ,1.484782840906e+01  ,1.890663389627e+01  
  2.529297996446e+01  ,1.489649293402e+01  ,1.893434865774e+01  
  2.535128630498e+01  ,1.494511304768e+01  ,1.896202451782e+01  
  2.540972705549e+01  ,1.499368873331e+01  ,1.898966147161e+01  
  2.546830252585e+01  ,1.504221997440e+01  ,1.901725951436e+01  
  2.552701302661e+01  ,1.509070675452e+01  ,1.904481864147e+01  
  2.558585886905e+01  ,1.513914905754e+01  ,1.907233884860e+01  
  2.564484036518e+01  ,1.518754686736e+01  ,1.909982013146e+01  
  2.570395782769e+01  ,1.523590016819e+01  ,1.912726248601e+01  
  2.576321157002e+01  ,1.528420894434e+01  ,1.915466590836e+01  
  2.582260190634e+01  ,1.533247318026e+01  ,1.918203039476e+01  
  2.588212915153e+01  ,1.538069286064e+01  ,1.920935594166e+01  
  2.594179362119e+01  ,1.542886797028e+01  ,1.923664254566e+01  
  2.600159563165e+01  ,1.547699849420e+01  ,1.926389020352e+01  
  2.606153549999e+01  ,1.552508441752e+01  ,1.929109891215e+01  
  2.612161354399e+01  ,1.557312572564e+01  ,1.931826866871e+01  
  2.618183008219e+01  ,1.562112240396e+01  ,1.934539947037e+01  
  2.624218543384e+01  ,1.566907443826e+01  ,1.937249131465e+01  
  2.630267991895e+01  ,1.571698181421e+01  ,1.939954419901e+01  
  2.636331385825e+01  ,1.576484451792e+01  ,1.942655812129e+01  
  2.642408757322e+01  ,1.581266253545e+01  ,1.945353307931e+01  
  2.648500138607e+01  ,1.586043585318e+01  ,1.948046907121e+01  
  2.654605561975e+01  ,1.590816445751e+01  ,1.950736609513e+01  
  2.660725059799e+01  ,1.595584833510e+01  ,1.953422414946e+01  
  2.666858664521e+01  ,1.600348747272e+01  ,1.956104323274e+01  
  2.673006408663e+01  ,1.605108185732e+01  ,1.958782334363e+01  
  2.679168324819e+01  ,1.609863147602e+01  ,1.961456448100e+01  
  2.685344445658e+01  ,1.614613631605e+01  ,1.964126664382e+01  
  2.691534803927e+01  ,1.619359636478e+01  ,1.966792983119e+01  
  2.697739432445e+01  ,1.624101160984e+01  ,1.969455404248e+01  
  2.703958364109e+01  ,1.628838203889e+01  ,1.972113927708e+01  
  2.710191631891e+01  ,1.633570763982e+01  ,1.974768553459e+01  
  2.716439268839e+01  ,1.638298840062e+01  ,1.977419281475e+01  
  2.722701308078e+01  ,1.643022430949e+01  ,1.980066111746e+01  
  2.728977782808e+01  ,1.647741535474e+01  ,1.982709044277e+01  
  2.735268726307e+01  ,1.652456152478e+01  ,1.985348079083e+01  
  2.741574171928e+01  ,1.657166280829e+01  ,1.987983216200e+01  
  2.747894153102e+01  ,1.661871919394e+01  ,1.990614455671e+01  
  2.754228703338e+01  ,1.666573067073e+01  ,1.993241797567e+01  
  2.760577856220e+01  ,1.671269722761e+01  ,1.995865241955e+01  
  2.766941645411e+01  ,1.675961885377e+01  ,1.998484788927e+01  
  2.773320104652e+01  ,1.680649553860e+01  ,2.001100438592e+01  
  2.779713267759e+01  ,1.685332727150e+01  ,2.003712191063e+01  
  2.786121168630e+01  ,1.690011404208e+01  ,2.006320046475e+01  
  2.792543841237e+01  ,1.694685584010e+01  ,2.008924004973e+01  
  2.798981319634e+01  ,1.699355265546e+01  ,2.011524066721e+01  
  2.805433637951e+01  ,1.704020447814e+01  ,2.014120231889e+01  
  2.811900830399e+01  ,1.708681129829e+01  ,2.016712500663e+01  
  2.818382931264e+01  ,1.713337310620e+01  ,2.019300873248e+01  
  2.824879974915e+01  ,1.717988989228e+01  ,2.021885349854e+01  
  2.831391995799e+01  ,1.722636164709e+01  ,2.024465930713e+01  
  2.837919028441e+01  ,1.727278836131e+01  ,2.027042616062e+01  
  2.844461107448e+01  ,1.731917002572e+01  ,2.029615406157e+01  
  2.851018267504e+01  ,1.736550663131e+01  ,2.032184301265e+01  
  2.857590543375e+01  ,1.741179816909e+01  ,2.034749301666e+01  
  2.864177969906e+01  ,1.745804463027e+01  ,2.037310407651e+01  
  2.870780582024e+01  ,1.750424600619e+01  ,2.039867619531e+01  
  2.877398414735e+01  ,1.755040228824e+01  ,2.042420937618e+01  
  2.884031503126e+01  ,1.759651346803e+01  ,2.044970362246e+01  
  2.890679882365e+01  ,1.764257953718e+01  ,2.047515893756e+01  
  2.897343587701e+01  ,1.768860048756e+01  ,2.050057532510e+01  
  2.904022654464e+01  ,1.773457631107e+01  ,2.052595278872e+01  
  2.910717118066e+01  ,1.778050699976e+01  ,2.055129133224e+01  
  2.917427014001e+01  ,1.782639254578e+01  ,2.057659095958e+01  
  2.924152377843e+01  ,1.787223294139e+01  ,2.060185167479e+01  
  2.930893245250e+01  ,1.791802817902e+01  ,2.062707348206e+01  
  2.937649651961e+01  ,1.796377825115e+01  ,2.065225638565e+01  
  2.944421633799e+01  ,1.800948315040e+01  ,2.067740039000e+01  
  2.951209226666e+01  ,1.805514286948e+01  ,2.070250549959e+01  
  2.958012466551e+01  ,1.810075740125e+01  ,2.072757171910e+01  
  2.964831389524e+01  ,1.814632673868e+01  ,2.075259905328e+01  
  2.971666031738e+01  ,1.819185087481e+01  ,2.077758750700e+01  
  2.978516429429e+01  ,1.823732980281e+01  ,2.080253708527e+01  
  2.985382618918e+01  ,1.828276351594e+01  ,2.082744779316e+01  
  2.992264636608e+01  ,1.832815200756e+01  ,2.085231963587e+01  
  2.999162518987e+01  ,1.837349527117e+01  ,2.087715261875e+01  
  3.006076302628e+01  ,1.841879330037e+01  ,2.090194674723e+01  
  3.013006024186e+01  ,1.846404608881e+01  ,2.092670202688e+01  
  3.019951720402e+01  ,1.850925363031e+01  ,2.095141846331e+01  
  3.026913428101e+01  ,1.855441591870e+01  ,2.097609606228e+01  
  3.033891184194e+01  ,1.859953294801e+01  ,2.100073482971e+01  
  3.040885025676e+01  ,1.864460471231e+01  ,2.102533477154e+01  
  3.047894989628e+01  ,1.868963120575e+01  ,2.104989589386e+01  
  3.054921113215e+01  ,1.873461242264e+01  ,2.107441820288e+01  
  3.061963433690e+01  ,1.877954835727e+01  ,2.109890170482e+01  
  3.069021988391e+01  ,1.882443900419e+01  ,2.112334640615e+01  
  3.076096814740e+01  ,1.886928435788e+01  ,2.114775231334e+01  
  3.083187950249e+01  ,1.891408441297e+01  ,2.117211943297e+01  
  3.090295432513e+01  ,1.895883916425e+01  ,2.119644777177e+01  
  3.097419299216e+01  ,1.900354860645e+01  ,2.122073733651e+01  
  3.104559588128e+01  ,1.904821273456e+01  ,2.124498813413e+01  
  3.111716337106e+01  ,1.909283154347e+01  ,2.126920017157e+01  
  3.118889584094e+01  ,1.913740502833e+01  ,2.129337345597e+01  
  3.126079367124e+01  ,1.918193318423e+01  ,2.131750799449e+01  
  3.133285724315e+01  ,1.922641600646e+01  ,2.134160379446e+01  
  3.140508693876e+01  ,1.927085349030e+01  ,2.136566086323e+01  
  3.147748314101e+01  ,1.931524563116e+01  ,2.138967920826e+01  
  3.155004623374e+01  ,1.935959242451e+01  ,2.141365883715e+01  
  3.162277660168e+01  ,1.940389386590e+01  ,2.143759975756e+01  
  3.169567463043e+01  ,1.944814995099e+01  ,2.146150197725e+01  
  3.176874070650e+01  ,1.949236067545e+01  ,2.148536550407e+01  
  3.184197521726e+01  ,1.953652603509e+01  ,2.150919034594e+01  
  3.191537855101e+01  ,1.958064602576e+01  ,2.153297651093e+01  
  3.198895109691e+01  ,1.962472064339e+01  ,2.155672400713e+01  
  3.206269324505e+01  ,1.966874988393e+01  ,2.158043284271e+01  
  3.213660538640e+01  ,1.971273374350e+01  ,2.160410302603e+01  
  3.221068791283e+01  ,1.975667221821e+01  ,2.162773456542e+01  
  3.228494121712e+01  ,1.980056530430e+01  ,2.165132746941e+01  
  3.235936569296e+01  ,1.984441299800e+01  ,2.167488174648e+01  
  3.243396173493e+01  ,1.988821529570e+01  ,2.169839740534e+01  
  3.250872973854e+01  ,1.993197219375e+01  ,2.172187445466e+01  
  3.258367010020e+01  ,1.997568368867e+01  ,2.174531290329e+01  
  3.265878321723e+01  ,2.001934977695e+01  ,2.176871276010e+01  
  3.273406948788e+01  ,2.006297045518e+01  ,2.179207403405e+01  
  3.280952931131e+01  ,2.010654572005e+01  ,2.181539673421e+01  
  3.288516308760e+01  ,2.015007556825e+01  ,2.183868086973e+01  
  3.296097121774e+01  ,2.019355999654e+01  ,2.186192644979e+01  
  3.303695410368e+01  ,2.023699900175e+01  ,2.188513348371e+01  
  3.311311214826e+01  ,2.028039258077e+01  ,2.190830198085e+01  
  3.318944575526e+01  ,2.032374073059e+01  ,2.193143195069e+01  
  3.326595532940e+01  ,2.036704344815e+01  ,2.195452340275e+01  
  3.334264127632e+01  ,2.041030073049e+01  ,2.197757634662e+01  
  3.341950400261e+01  ,2.045351257477e+01  ,2.200059079203e+01  
  3.349654391578e+01  ,2.049667897809e+01  ,2.202356674867e+01  
  3.357376142429e+01  ,2.053979993770e+01  ,2.204650422646e+01  
  3.365115693755e+01  ,2.058287545080e+01  ,2.206940323524e+01  
  3.372873086588e+01  ,2.062590551471e+01  ,2.209226378502e+01  
  3.380648362060e+01  ,2.066889012682e+01  ,2.211508588587e+01  
  3.388441561392e+01  ,2.071182928447e+01  ,2.213786954791e+01  
  3.396252725904e+01  ,2.075472298519e+01  ,2.216061478140e+01  
  3.404081897010e+01  ,2.079757122636e+01  ,2.218332159652e+01  
  3.411929116219e+01  ,2.084037400558e+01  ,2.220599000367e+01  
  3.419794425137e+01  ,2.088313132040e+01  ,2.222862001326e+01  
  3.427677865464e+01  ,2.092584316845e+01  ,2.225121163581e+01  
  3.435579478998e+01  ,2.096850954738e+01  ,2.227376488184e+01  
  3.443499307633e+01  ,2.101113045488e+01  ,2.229627976199e+01  
  3.451437393358e+01  ,2.105370588872e+01  ,2.231875628697e+01  
  3.459393778261e+01  ,2.109623584664e+01  ,2.234119446752e+01  
  3.467368504525e+01  ,2.113872032647e+01  ,2.236359431452e+01  
  3.475361614432e+01  ,2.118115932606e+01  ,2.238595583882e+01  
  3.483373150360e+01  ,2.122355284328e+01  ,2.240827905140e+01  
  3.491403154786e+01  ,2.126590087608e+01  ,2.243056396332e+01  
  3.499451670283e+01  ,2.130820342237e+01  ,2.245281058563e+01  
  3.507518739525e+01  ,2.135046048020e+01  ,2.247501892957e+01  
  3.515604405283e+01  ,2.139267204752e+01  ,2.249718900628e+01  
  3.523708710425e+01  ,2.143483812243e+01  ,2.251932082711e+01  
  3.531831697919e+01  ,2.147695870300e+01  ,2.254141440343e+01  
  3.539973410834e+01  ,2.151903378735e+01  ,2.256346974665e+01  
  3.548133892335e+01  ,2.156106337362e+01  ,2.258548686824e+01  
  3.556313185690e+01  ,2.160304745997e+01  ,2.260746577978e+01  
  3.564511334262e+01  ,2.164498604457e+01  ,2.262940649283e+01  
  3.572728381519e+01  ,2.168687912567e+01  ,2.265130901908e+01  
  3.580964371026e+01  ,2.172872670155e+01  ,2.267317337031e+01  
  3.589219346450e+01  ,2.177052877042e+01  ,2.269499955828e+01  
  3.597493351557e+01  ,2.181228533062e+01  ,2.271678759482e+01  
  3.605786430216e+01  ,2.185399638046e+01  ,2.273853749191e+01  
  3.614098626396e+01  ,2.189566191830e+01  ,2.276024926151e+01  
  3.622429984167e+01  ,2.193728194248e+01  ,2.278192291563e+01  
  3.630780547701e+01  ,2.197885645141e+01  ,2.280355846640e+01  
  3.639150361272e+01  ,2.202038544348e+01  ,2.282515592594e+01  
  3.647539469256e+01  ,2.206186891713e+01  ,2.284671530652e+01  
  3.655947916131e+01  ,2.210330687077e+01  ,2.286823662033e+01  
  3.664375746478e+01  ,2.214469930291e+01  ,2.288971987979e+01  
  3.672823004981e+01  ,2.218604621203e+01  ,2.291116509726e+01  
  3.681289736425e+01  ,2.222734759664e+01  ,2.293257228521e+01  
  3.689775985701e+01  ,2.226860345519e+01  ,2.295394145611e+01  
  3.698281797802e+01  ,2.230981378628e+01  ,2.297527262252e+01  
  3.706807217825e+01  ,2.235097858841e+01  ,2.299656579708e+01  
  3.715352290971e+01  ,2.239209786021e+01  ,2.301782099249e+01  
