  Frequency            , V(Ve)/ I(C1)         
  7.691304402865e+01  ,3.604501304700e+04  
  7.709034690644e+01  ,3.602584936706e+04  
  7.726805850956e+01  ,3.600672937317e+04  
  7.744617978024e+01  ,3.598765310831e+04  
  7.762471166286e+01  ,3.596862061552e+04  
  7.780365510397e+01  ,3.594963193623e+04  
  7.798301105232e+01  ,3.593068711006e+04  
  7.816278045883e+01  ,3.591178617730e+04  
  7.834296427661e+01  ,3.589292917431e+04  
  7.852356346100e+01  ,3.587411614090e+04  
  7.870457896950e+01  ,3.585534711111e+04  
  7.888601176185e+01  ,3.583662212226e+04  
  7.906786279997e+01  ,3.581794120620e+04  
  7.925013304804e+01  ,3.579930439812e+04  
  7.943282347242e+01  ,3.578071172921e+04  
  7.961593504172e+01  ,3.576216322996e+04  
  7.979946872679e+01  ,3.574365893239e+04  
  7.998342550069e+01  ,3.572519886378e+04  
  8.016780633876e+01  ,3.570678305302e+04  
  8.035261221855e+01  ,3.568841152761e+04  
  8.053784411990e+01  ,3.567008431346e+04  
  8.072350302488e+01  ,3.565180143596e+04  
  8.090958991783e+01  ,3.563356291873e+04  
  8.109610578538e+01  ,3.561536878576e+04  
  8.128305161640e+01  ,3.559721905875e+04  
  8.147042840208e+01  ,3.557911375963e+04  
  8.165823713585e+01  ,3.556105290730e+04  
  8.184647881347e+01  ,3.554303652279e+04  
  8.203515443297e+01  ,3.552506462343e+04  
  8.222426499470e+01  ,3.550713722711e+04  
  8.241381150129e+01  ,3.548925434997e+04  
  8.260379495771e+01  ,3.547141600799e+04  
  8.279421637123e+01  ,3.545362221574e+04  
  8.298507675143e+01  ,3.543587298635e+04  
  8.317637711026e+01  ,3.541816833297e+04  
  8.336811846195e+01  ,3.540050826765e+04  
  8.356030182312e+01  ,3.538289280093e+04  
  8.375292821268e+01  ,3.536532194178e+04  
  8.394599865193e+01  ,3.534779570094e+04  
  8.413951416451e+01  ,3.533031408529e+04  
  8.433347577642e+01  ,3.531287710270e+04  
  8.452788451602e+01  ,3.529548475836e+04  
  8.472274141405e+01  ,3.527813705906e+04  
  8.491804750362e+01  ,3.526083400843e+04  
  8.511380382023e+01  ,3.524357560967e+04  
  8.531001140175e+01  ,3.522636186662e+04  
  8.550667128846e+01  ,3.520919278035e+04  
  8.570378452303e+01  ,3.519206835136e+04  
  8.590135215053e+01  ,3.517498857984e+04  
  8.609937521845e+01  ,3.515795346570e+04  
  8.629785477669e+01  ,3.514096300657e+04  
  8.649679187756e+01  ,3.512401719987e+04  
  8.669618757581e+01  ,3.510711604261e+04  
  8.689604292862e+01  ,3.509025952935e+04  
  8.709635899560e+01  ,3.507344765617e+04  
  8.729713683880e+01  ,3.505668041596e+04  
  8.749837752273e+01  ,3.503995780270e+04  
  8.770008211435e+01  ,3.502327980857e+04  
  8.790225168308e+01  ,3.500664642481e+04  
  8.810488730079e+01  ,3.499005764176e+04  
  8.830799004185e+01  ,3.497351344940e+04  
  8.851156098307e+01  ,3.495701383691e+04  
  8.871560120379e+01  ,3.494055879239e+04  
  8.892011178579e+01  ,3.492414830270e+04  
  8.912509381337e+01  ,3.490778235504e+04  
  8.933054837332e+01  ,3.489146093516e+04  
  8.953647655495e+01  ,3.487518402715e+04  
  8.974287945007e+01  ,3.485895161531e+04  
  8.994975815299e+01  ,3.484276368393e+04  
  9.015711376059e+01  ,3.482662021420e+04  
  9.036494737222e+01  ,3.481052118868e+04  
  9.057326008981e+01  ,3.479446658850e+04  
  9.078205301781e+01  ,3.477845639363e+04  
  9.099132726322e+01  ,3.476249058320e+04  
  9.120108393558e+01  ,3.474656913583e+04  
  9.141132414702e+01  ,3.473069202986e+04  
  9.162204901219e+01  ,3.471485924271e+04  
  9.183325964835e+01  ,3.469907074956e+04  
  9.204495717531e+01  ,3.468332652728e+04  
  9.225714271547e+01  ,3.466762655011e+04  
  9.246981739381e+01  ,3.465197079306e+04  
  9.268298233793e+01  ,3.463635922857e+04  
  9.289663867798e+01  ,3.462079182968e+04  
  9.311078754677e+01  ,3.460526856823e+04  
  9.332543007969e+01  ,3.458978941624e+04  
  9.354056741475e+01  ,3.457435434336e+04  
  9.375620069258e+01  ,3.455896332000e+04  
  9.397233105645e+01  ,3.454361631506e+04  
  9.418895965227e+01  ,3.452831329752e+04  
  9.440608762858e+01  ,3.451305423342e+04  
  9.462371613657e+01  ,3.449783909228e+04  
  9.484184633008e+01  ,3.448266783925e+04  
  9.506047936562e+01  ,3.446754043972e+04  
  9.527961640236e+01  ,3.445245685889e+04  
  9.549925860213e+01  ,3.443741706179e+04  
  9.571940712947e+01  ,3.442242101105e+04  
  9.594006315158e+01  ,3.440746867051e+04  
  9.616122783836e+01  ,3.439256000244e+04  
  9.638290236239e+01  ,3.437769496790e+04  
  9.660508789897e+01  ,3.436287352900e+04  
  9.682778562611e+01  ,3.434809564544e+04  
  9.705099672454e+01  ,3.433336127687e+04  
  9.727472237769e+01  ,3.431867038335e+04  
  9.749896377173e+01  ,3.430402292270e+04  
  9.772372209557e+01  ,3.428941885303e+04  
  9.794899854086e+01  ,3.427485813106e+04  
  9.817479430199e+01  ,3.426034071438e+04  
  9.840111057610e+01  ,3.424586655829e+04  
  9.862794856311e+01  ,3.423143561905e+04  
  9.885530946568e+01  ,3.421704785073e+04  
  9.908319448927e+01  ,3.420270320822e+04  
  9.931160484208e+01  ,3.418840164480e+04  
  9.954054173514e+01  ,3.417414311316e+04  
  9.977000638224e+01  ,3.415992756676e+04  
  9.999999999999e+01  ,3.414575495755e+04  
  1.002305238078e+02  ,3.413162523584e+04  
  1.004615790278e+02  ,3.411753835328e+04  
  1.006931668852e+02  ,3.410349426000e+04  
  1.009252886077e+02  ,3.408949290556e+04  
  1.011579454260e+02  ,3.407553423834e+04  
  1.013911385737e+02  ,3.406161820826e+04  
  1.016248692871e+02  ,3.404774476265e+04  
  1.018591388054e+02  ,3.403391384901e+04  
  1.020939483708e+02  ,3.402012541406e+04  
  1.023292992281e+02  ,3.400637940508e+04  
  1.025651926251e+02  ,3.399267576742e+04  
  1.028016298126e+02  ,3.397901444631e+04  
  1.030386120442e+02  ,3.396539538668e+04  
  1.032761405761e+02  ,3.395181853393e+04  
  1.035142166679e+02  ,3.393828383005e+04  
  1.037528415818e+02  ,3.392479122005e+04  
  1.039920165829e+02  ,3.391134064517e+04  
  1.042317429393e+02  ,3.389793204978e+04  
  1.044720219221e+02  ,3.388456537430e+04  
  1.047128548051e+02  ,3.387124056069e+04  
  1.049542428652e+02  ,3.385795754978e+04  
  1.051961873823e+02  ,3.384471628179e+04  
  1.054386896391e+02  ,3.383151669718e+04  
  1.056817509214e+02  ,3.381835873493e+04  
  1.059253725177e+02  ,3.380524233411e+04  
  1.061695557199e+02  ,3.379216743437e+04  
  1.064143018224e+02  ,3.377913397260e+04  
  1.066596121230e+02  ,3.376614188643e+04  
  1.069054879223e+02  ,3.375319111449e+04  
  1.071519305237e+02  ,3.374028159255e+04  
  1.073989412341e+02  ,3.372741325727e+04  
  1.076465213630e+02  ,3.371458604431e+04  
  1.078946722230e+02  ,3.370179989003e+04  
  1.081433951298e+02  ,3.368905472844e+04  
  1.083926914021e+02  ,3.367635049561e+04  
  1.086425623617e+02  ,3.366368712438e+04  
  1.088930093333e+02  ,3.365106454975e+04  
  1.091440336449e+02  ,3.363848270460e+04  
  1.093956366272e+02  ,3.362594152212e+04  
  1.096478196143e+02  ,3.361344093566e+04  
  1.099005839432e+02  ,3.360098087661e+04  
  1.101539309541e+02  ,3.358856127709e+04  
  1.104078619902e+02  ,3.357618206930e+04  
  1.106623783978e+02  ,3.356384318388e+04  
  1.109174815262e+02  ,3.355154455191e+04  
  1.111731727281e+02  ,3.353928610351e+04  
  1.114294533592e+02  ,3.352706776885e+04  
  1.116863247780e+02  ,3.351488947822e+04  
  1.119437883467e+02  ,3.350275115968e+04  
  1.122018454302e+02  ,3.349065274395e+04  
  1.124604973967e+02  ,3.347859415817e+04  
  1.127197456175e+02  ,3.346657533175e+04  
  1.129795914673e+02  ,3.345459619236e+04  
  1.132400363235e+02  ,3.344265666692e+04  
  1.135010815672e+02  ,3.343075668433e+04  
  1.137627285823e+02  ,3.341889616975e+04  
  1.140249787561e+02  ,3.340707505161e+04  
  1.142878334790e+02  ,3.339529325544e+04  
  1.145512941445e+02  ,3.338355070708e+04  
  1.148153621497e+02  ,3.337184733291e+04  
  1.150800388944e+02  ,3.336018305758e+04  
  1.153453257821e+02  ,3.334855780739e+04  
  1.156112242192e+02  ,3.333697150606e+04  
  1.158777356155e+02  ,3.332542407857e+04  
  1.161448613840e+02  ,3.331391544963e+04  
  1.164126029410e+02  ,3.330244554296e+04  
  1.166809617061e+02  ,3.329101428159e+04  
  1.169499391020e+02  ,3.327962159037e+04  
  1.172195365548e+02  ,3.326826739116e+04  
  1.174897554939e+02  ,3.325695160754e+04  
  1.177605973521e+02  ,3.324567416215e+04  
  1.180320635652e+02  ,3.323443497680e+04  
  1.183041555725e+02  ,3.322323397467e+04  
  1.185768748167e+02  ,3.321207107658e+04  
  1.188502227437e+02  ,3.320094620458e+04  
  1.191242008027e+02  ,3.318985928037e+04  
  1.193988104464e+02  ,3.317881022421e+04  
  1.196740531307e+02  ,3.316779895825e+04  
  1.199499303149e+02  ,3.315682540258e+04  
  1.202264434617e+02  ,3.314588947697e+04  
  1.205035940372e+02  ,3.313499110260e+04  
  1.207813835107e+02  ,3.312413019924e+04  
  1.210598133550e+02  ,3.311330668630e+04  
  1.213388850465e+02  ,3.310252048357e+04  
  1.216186000646e+02  ,3.309177151040e+04  
  1.218989598925e+02  ,3.308105968568e+04  
  1.221799660165e+02  ,3.307038492965e+04  
  1.224616199265e+02  ,3.305974715916e+04  
  1.227439231158e+02  ,3.304914629416e+04  
  1.230268770812e+02  ,3.303858225210e+04  
  1.233104833229e+02  ,3.302805495198e+04  
  1.235947433444e+02  ,3.301756431091e+04  
  1.238796586530e+02  ,3.300711024745e+04  
  1.241652307592e+02  ,3.299669267888e+04  
  1.244514611771e+02  ,3.298631152288e+04  
  1.247383514243e+02  ,3.297596669645e+04  
  1.250259030218e+02  ,3.296565811667e+04  
  1.253141174941e+02  ,3.295538570077e+04  
  1.256029963695e+02  ,3.294514936502e+04  
  1.258925411794e+02  ,3.293494902717e+04  
  1.261827534591e+02  ,3.292478460248e+04  
  1.264736347471e+02  ,3.291465600806e+04  
  1.267651865858e+02  ,3.290456315941e+04  
  1.270574105208e+02  ,3.289450597280e+04  
  1.273503081017e+02  ,3.288448436493e+04  
  1.276438808811e+02  ,3.287449825060e+04  
  1.279381304157e+02  ,3.286454754586e+04  
  1.282330582656e+02  ,3.285463216549e+04  
  1.285286659943e+02  ,3.284475202613e+04  
  1.288249551693e+02  ,3.283490704187e+04  
  1.291219273613e+02  ,3.282509712859e+04  
  1.294195841450e+02  ,3.281532220069e+04  
  1.297179270984e+02  ,3.280558217400e+04  
  1.300169578033e+02  ,3.279587696191e+04  
  1.303166778452e+02  ,3.278620648030e+04  
  1.306170888132e+02  ,3.277657064293e+04  
  1.309181922999e+02  ,3.276696936533e+04  
  1.312199899019e+02  ,3.275740256010e+04  
  1.315224832192e+02  ,3.274787014315e+04  
  1.318256738556e+02  ,3.273837202786e+04  
  1.321295634186e+02  ,3.272890812892e+04  
  1.324341535195e+02  ,3.271947835916e+04  
  1.327394457730e+02  ,3.271008263378e+04  
  1.330454417978e+02  ,3.270072086578e+04  
  1.333521432163e+02  ,3.269139296910e+04  
  1.336595516546e+02  ,3.268209885791e+04  
  1.339676687426e+02  ,3.267283844515e+04  
  1.342764961138e+02  ,3.266361164464e+04  
  1.345860354056e+02  ,3.265441836933e+04  
  1.348962882592e+02  ,3.264525853342e+04  
  1.352072563194e+02  ,3.263613204972e+04  
  1.355189412351e+02  ,3.262703883199e+04  
  1.358313446587e+02  ,3.261797879316e+04  
  1.361444682466e+02  ,3.260895184617e+04  
  1.364583136589e+02  ,3.259995790419e+04  
  1.367728825596e+02  ,3.259099688075e+04  
  1.370881766165e+02  ,3.258206868890e+04  
  1.374041975012e+02  ,3.257317324079e+04  
  1.377209468894e+02  ,3.256431045032e+04  
  1.380384264603e+02  ,3.255548022949e+04  
  1.383566378972e+02  ,3.254668249154e+04  
  1.386755828872e+02  ,3.253791715026e+04  
  1.389952631213e+02  ,3.252918411691e+04  
  1.393156802945e+02  ,3.252048330509e+04  
  1.396368361056e+02  ,3.251181462739e+04  
  1.399587322572e+02  ,3.250317799685e+04  
  1.402813704562e+02  ,3.249457332612e+04  
  1.406047524130e+02  ,3.248600052753e+04  
  1.409288798422e+02  ,3.247745951365e+04  
  1.412537544623e+02  ,3.246895019758e+04  
  1.415793779957e+02  ,3.246047249236e+04  
  1.419057521689e+02  ,3.245202630988e+04  
  1.422328787123e+02  ,3.244361156331e+04  
  1.425607593602e+02  ,3.243522816504e+04  
  1.428893958511e+02  ,3.242687602753e+04  
  1.432187899273e+02  ,3.241855506402e+04  
  1.435489433353e+02  ,3.241026518659e+04  
  1.438798578256e+02  ,3.240200630874e+04  
  1.442115351525e+02  ,3.239377834184e+04  
  1.445439770746e+02  ,3.238558119973e+04  
  1.448771853545e+02  ,3.237741479455e+04  
  1.452111617588e+02  ,3.236927903904e+04  
  1.455459080582e+02  ,3.236117384663e+04  
  1.458814260275e+02  ,3.235309912928e+04  
  1.462177174457e+02  ,3.234505480005e+04  
  1.465547840956e+02  ,3.233704077115e+04  
  1.468926277644e+02  ,3.232905695651e+04  
  1.472312502433e+02  ,3.232110326846e+04  
  1.475706533276e+02  ,3.231317961965e+04  
  1.479108388168e+02  ,3.230528592358e+04  
  1.482518085146e+02  ,3.229742209287e+04  
  1.485935642287e+02  ,3.228958804027e+04  
  1.489361077711e+02  ,3.228178367940e+04  
  1.492794409579e+02  ,3.227400892283e+04  
  1.496235656094e+02  ,3.226626368397e+04  
  1.499684835502e+02  ,3.225854787578e+04  
  1.503141966090e+02  ,3.225086141179e+04  
  1.506607066187e+02  ,3.224320420507e+04  
  1.510080154164e+02  ,3.223557616873e+04  
  1.513561248436e+02  ,3.222797721649e+04  
  1.517050367459e+02  ,3.222040726186e+04  
  1.520547529732e+02  ,3.221286621781e+04  
  1.524052753797e+02  ,3.220535399836e+04  
  1.527566058238e+02  ,3.219787051676e+04  
  1.531087461682e+02  ,3.219041568681e+04  
  1.534616982799e+02  ,3.218298942282e+04  
  1.538154640303e+02  ,3.217559163740e+04  
  1.541700452949e+02  ,3.216822224519e+04  
  1.545254439538e+02  ,3.216088116045e+04  
  1.548816618912e+02  ,3.215356829603e+04  
  1.552387009958e+02  ,3.214628356662e+04  
  1.555965631605e+02  ,3.213902688685e+04  
  1.559552502827e+02  ,3.213179817064e+04  
  1.563147642641e+02  ,3.212459733227e+04  
  1.566751070108e+02  ,3.211742428573e+04  
  1.570362804333e+02  ,3.211027894558e+04  
  1.573982864466e+02  ,3.210316122694e+04  
  1.577611269699e+02  ,3.209607104409e+04  
  1.581248039270e+02  ,3.208900831122e+04  
  1.584893192461e+02  ,3.208197294409e+04  
  1.588546748598e+02  ,3.207496485700e+04  
  1.592208727051e+02  ,3.206798396533e+04  
  1.595879147237e+02  ,3.206103018343e+04  
  1.599558028614e+02  ,3.205410342738e+04  
  1.603245390690e+02  ,3.204720361175e+04  
  1.606941253013e+02  ,3.204033065214e+04  
  1.610645635178e+02  ,3.203348446441e+04  
  1.614358556826e+02  ,3.202666496319e+04  
  1.618080037643e+02  ,3.201987206468e+04  
  1.621810097359e+02  ,3.201310568473e+04  
  1.625548755750e+02  ,3.200636573940e+04  
  1.629296032640e+02  ,3.199965214436e+04  
  1.633051947894e+02  ,3.199296481505e+04  
  1.636816521428e+02  ,3.198630366917e+04  
  1.640589773199e+02  ,3.197966862169e+04  
  1.644371723215e+02  ,3.197305958920e+04  
  1.648162391525e+02  ,3.196647648886e+04  
  1.651961798229e+02  ,3.195991923676e+04  
  1.655769963469e+02  ,3.195338775000e+04  
  1.659586907437e+02  ,3.194688194458e+04  
  1.663412650370e+02  ,3.194040173863e+04  
  1.667247212551e+02  ,3.193394704871e+04  
  1.671090614311e+02  ,3.192751779194e+04  
  1.674942876026e+02  ,3.192111388587e+04  
  1.678804018122e+02  ,3.191473524770e+04  
  1.682674061070e+02  ,3.190838179506e+04  
  1.686553025389e+02  ,3.190205344587e+04  
  1.690440931643e+02  ,3.189575011828e+04  
  1.694337800447e+02  ,3.188947172892e+04  
  1.698243652462e+02  ,3.188321819711e+04  
  1.702158508395e+02  ,3.187698944041e+04  
  1.706082389003e+02  ,3.187078537749e+04  
  1.710015315090e+02  ,3.186460592731e+04  
  1.713957307508e+02  ,3.185845100700e+04  
  1.717908387157e+02  ,3.185232053666e+04  
  1.721868574986e+02  ,3.184621443434e+04  
  1.725837891990e+02  ,3.184013261973e+04  
  1.729816359215e+02  ,3.183407501093e+04  
  1.733803997754e+02  ,3.182804152898e+04  
  1.737800828749e+02  ,3.182203209090e+04  
  1.741806873391e+02  ,3.181604661801e+04  
  1.745822152920e+02  ,3.181008502959e+04  
  1.749846688624e+02  ,3.180414724546e+04  
  1.753880501842e+02  ,3.179823318518e+04  
  1.757923613958e+02  ,3.179234276952e+04  
  1.761976046411e+02  ,3.178647591813e+04  
  1.766037820686e+02  ,3.178063255185e+04  
  1.770108958317e+02  ,3.177481259088e+04  
  1.774189480890e+02  ,3.176901595572e+04  
  1.778279410039e+02  ,3.176324256779e+04  
  1.782378767448e+02  ,3.175749234795e+04  
  1.786487574852e+02  ,3.175176521688e+04  
  1.790605854035e+02  ,3.174606109649e+04  
  1.794733626832e+02  ,3.174037990740e+04  
  1.798870915129e+02  ,3.173472157195e+04  
  1.803017740859e+02  ,3.172908601164e+04  
  1.807174126011e+02  ,3.172347314814e+04  
  1.811340092619e+02  ,3.171788290365e+04  
  1.815515662773e+02  ,3.171231519989e+04  
  1.819700858610e+02  ,3.170676996002e+04  
  1.823895702319e+02  ,3.170124710650e+04  
  1.828100216143e+02  ,3.169574656152e+04  
  1.832314422371e+02  ,3.169026824769e+04  
  1.836538343348e+02  ,3.168481208844e+04  
  1.840772001469e+02  ,3.167937800638e+04  
  1.845015419179e+02  ,3.167396592537e+04  
  1.849268618978e+02  ,3.166857576894e+04  
  1.853531623415e+02  ,3.166320746034e+04  
  1.857804455091e+02  ,3.165786092319e+04  
  1.862087136663e+02  ,3.165253608153e+04  
  1.866379690834e+02  ,3.164723286022e+04  
  1.870682140366e+02  ,3.164195118218e+04  
  1.874994508067e+02  ,3.163669097269e+04  
  1.879316816803e+02  ,3.163145215583e+04  
  1.883649089490e+02  ,3.162623465651e+04  
  1.887991349096e+02  ,3.162103840021e+04  
  1.892343618645e+02  ,3.161586331136e+04  
  1.896705921211e+02  ,3.161070931496e+04  
  1.901078279923e+02  ,3.160557633741e+04  
  1.905460717963e+02  ,3.160046430334e+04  
  1.909853258566e+02  ,3.159537313858e+04  
  1.914255925021e+02  ,3.159030276942e+04  
  1.918668740670e+02  ,3.158525312144e+04  
  1.923091728910e+02  ,3.158022412202e+04  
  1.927524913191e+02  ,3.157521569637e+04  
  1.931968317017e+02  ,3.157022777111e+04  
  1.936421963946e+02  ,3.156526027374e+04  
  1.940885877593e+02  ,3.156031313023e+04  
  1.945360081622e+02  ,3.155538626877e+04  
  1.949844599758e+02  ,3.155047961585e+04  
  1.954339455775e+02  ,3.154559309891e+04  
  1.958844673506e+02  ,3.154072664593e+04  
  1.963360276836e+02  ,3.153588018419e+04  
  1.967886289707e+02  ,3.153105364216e+04  
  1.972422736115e+02  ,3.152624694813e+04  
  1.976969640112e+02  ,3.152146002947e+04  
  1.981527025805e+02  ,3.151669281516e+04  
  1.986094917357e+02  ,3.151194523417e+04  
  1.990673338987e+02  ,3.150721721457e+04  
  1.995262314969e+02  ,3.150250868642e+04  
  1.999861869632e+02  ,3.149781957785e+04  
  2.004472027365e+02  ,3.149314981883e+04  
  2.009092812608e+02  ,3.148849933855e+04  
  2.013724249862e+02  ,3.148386806682e+04  
  2.018366363681e+02  ,3.147925593359e+04  
  2.023019178678e+02  ,3.147466286906e+04  
  2.027682719521e+02  ,3.147008880300e+04  
  2.032357010936e+02  ,3.146553366594e+04  
  2.037042077705e+02  ,3.146099738847e+04  
  2.041737944669e+02  ,3.145647990158e+04  
  2.046444636724e+02  ,3.145198113640e+04  
  2.051162178825e+02  ,3.144750102367e+04  
  2.055890595984e+02  ,3.144303949435e+04  
  2.060629913270e+02  ,3.143859648061e+04  
  2.065380155810e+02  ,3.143417191314e+04  
  2.070141348791e+02  ,3.142976572506e+04  
  2.074913517455e+02  ,3.142537784785e+04  
  2.079696687103e+02  ,3.142100821310e+04  
  2.084490883097e+02  ,3.141665675371e+04  
  2.089296130854e+02  ,3.141232340251e+04  
  2.094112455851e+02  ,3.140800809157e+04  
  2.098939883623e+02  ,3.140371075429e+04  
  2.103778439766e+02  ,3.139943132383e+04  
  2.108628149933e+02  ,3.139516973301e+04  
  2.113489039836e+02  ,3.139092591540e+04  
  2.118361135248e+02  ,3.138669980454e+04  
  2.123244462000e+02  ,3.138249133519e+04  
  2.128139045982e+02  ,3.137830043963e+04  
  2.133044913146e+02  ,3.137412705362e+04  
  2.137962089502e+02  ,3.136997111052e+04  
  2.142890601120e+02  ,3.136583254529e+04  
  2.147830474130e+02  ,3.136171129280e+04  
  2.152781734724e+02  ,3.135760728725e+04  
  2.157744409152e+02  ,3.135352046429e+04  
  2.162718523727e+02  ,3.134945075928e+04  
  2.167704104819e+02  ,3.134539810740e+04  
  2.172701178863e+02  ,3.134136244449e+04  
  2.177709772353e+02  ,3.133734370589e+04  
  2.182729911843e+02  ,3.133334182792e+04  
  2.187761623949e+02  ,3.132935674630e+04  
  2.192804935350e+02  ,3.132538839849e+04  
  2.197859872785e+02  ,3.132143672036e+04  
  2.202926463053e+02  ,3.131750164770e+04  
  2.208004733019e+02  ,3.131358311937e+04  
  2.213094709605e+02  ,3.130968107058e+04  
  2.218196419800e+02  ,3.130579543972e+04  
  2.223309890651e+02  ,3.130192616359e+04  
  2.228435149270e+02  ,3.129807318059e+04  
  2.233572222830e+02  ,3.129423642761e+04  
  2.238721138568e+02  ,3.129041584285e+04  
  2.243881923782e+02  ,3.128661136485e+04  
  2.249054605835e+02  ,3.128282293227e+04  
  2.254239212152e+02  ,3.127905048253e+04  
  2.259435770221e+02  ,3.127529395543e+04  
  2.264644307593e+02  ,3.127155328903e+04  
  2.269864851884e+02  ,3.126782842260e+04  
  2.275097430772e+02  ,3.126411929595e+04  
  2.280342072000e+02  ,3.126042584828e+04  
  2.285598803375e+02  ,3.125674801862e+04  
  2.290867652767e+02  ,3.125308574725e+04  
  2.296148648112e+02  ,3.124943897395e+04  
  2.301441817408e+02  ,3.124580763969e+04  
  2.306747188720e+02  ,3.124219168359e+04  
  2.312064790175e+02  ,3.123859104693e+04  
  2.317394649968e+02  ,3.123500567015e+04  
  2.322736796357e+02  ,3.123143549428e+04  
  2.328091257665e+02  ,3.122788046005e+04  
  2.333458062281e+02  ,3.122434050896e+04  
  2.338837238659e+02  ,3.122081558256e+04  
  2.344228815320e+02  ,3.121730562243e+04  
  2.349632820848e+02  ,3.121381057016e+04  
  2.355049283896e+02  ,3.121033036774e+04  
  2.360478233180e+02  ,3.120686495729e+04  
  2.365919697485e+02  ,3.120341428151e+04  
  2.371373705661e+02  ,3.119997828228e+04  
  2.376840286625e+02  ,3.119655690266e+04  
  2.382319469358e+02  ,3.119315008571e+04  
  2.387811282913e+02  ,3.118975777406e+04  
  2.393315756405e+02  ,3.118637991074e+04  
  2.398832919019e+02  ,3.118301644023e+04  
  2.404362800007e+02  ,3.117966730435e+04  
  2.409905428686e+02  ,3.117633244847e+04  
  2.415460834445e+02  ,3.117301181607e+04  
  2.421029046736e+02  ,3.116970535073e+04  
  2.426610095082e+02  ,3.116641299754e+04  
  2.432204009074e+02  ,3.116313470030e+04  
  2.437810818368e+02  ,3.115987040367e+04  
  2.443430552694e+02  ,3.115662005313e+04  
  2.449063241844e+02  ,3.115338359238e+04  
  2.454708915685e+02  ,3.115016096846e+04  
  2.460367604147e+02  ,3.114695212491e+04  
  2.466039337234e+02  ,3.114375700834e+04  
  2.471724145016e+02  ,3.114057556416e+04  
  2.477422057633e+02  ,3.113740773893e+04  
  2.483133105295e+02  ,3.113425347708e+04  
  2.488857318282e+02  ,3.113111272609e+04  
  2.494594726943e+02  ,3.112798543193e+04  
  2.500345361696e+02  ,3.112487154146e+04  
  2.506109253032e+02  ,3.112177100084e+04  
  2.511886431509e+02  ,3.111868375814e+04  
  2.517676927759e+02  ,3.111560975947e+04  
  2.523480772480e+02  ,3.111254895217e+04  
  2.529297996446e+02  ,3.110950128412e+04  
  2.535128630498e+02  ,3.110646670275e+04  
  2.540972705549e+02  ,3.110344515578e+04  
  2.546830252585e+02  ,3.110043659107e+04  
  2.552701302661e+02  ,3.109744095703e+04  
  2.558585886905e+02  ,3.109445820172e+04  
  2.564484036517e+02  ,3.109148827416e+04  
  2.570395782769e+02  ,3.108853112218e+04  
  2.576321157002e+02  ,3.108558669517e+04  
  2.582260190634e+02  ,3.108265494219e+04  
  2.588212915153e+02  ,3.107973581238e+04  
  2.594179362118e+02  ,3.107682925470e+04  
  2.600159563165e+02  ,3.107393521887e+04  
  2.606153549999e+02  ,3.107105365484e+04  
  2.612161354399e+02  ,3.106818451203e+04  
  2.618183008219e+02  ,3.106532774074e+04  
  2.624218543384e+02  ,3.106248329093e+04  
  2.630267991895e+02  ,3.105965111326e+04  
  2.636331385825e+02  ,3.105683115804e+04  
  2.642408757322e+02  ,3.105402337627e+04  
  2.648500138606e+02  ,3.105122771862e+04  
  2.654605561975e+02  ,3.104844413603e+04  
  2.660725059798e+02  ,3.104567257976e+04  
  2.666858664521e+02  ,3.104291300157e+04  
  2.673006408663e+02  ,3.104016535182e+04  
  2.679168324819e+02  ,3.103742958374e+04  
  2.685344445658e+02  ,3.103470564834e+04  
  2.691534803927e+02  ,3.103199349739e+04  
  2.697739432445e+02  ,3.102929308403e+04  
  2.703958364108e+02  ,3.102660435966e+04  
  2.710191631890e+02  ,3.102392727815e+04  
  2.716439268839e+02  ,3.102126179056e+04  
  2.722701308078e+02  ,3.101860785088e+04  
  2.728977782808e+02  ,3.101596541136e+04  
  2.735268726306e+02  ,3.101333442618e+04  
  2.741574171928e+02  ,3.101071484758e+04  
  2.747894153102e+02  ,3.100810662973e+04  
  2.754228703338e+02  ,3.100550972664e+04  
  2.760577856220e+02  ,3.100292409129e+04  
  2.766941645411e+02  ,3.100034967821e+04  
  2.773320104651e+02  ,3.099778644159e+04  
  2.779713267759e+02  ,3.099523433575e+04  
  2.786121168629e+02  ,3.099269331488e+04  
  2.792543841237e+02  ,3.099016333376e+04  
  2.798981319634e+02  ,3.098764434733e+04  
  2.805433637951e+02  ,3.098513631074e+04  
  2.811900830399e+02  ,3.098263917845e+04  
  2.818382931264e+02  ,3.098015290627e+04  
  2.824879974915e+02  ,3.097767745002e+04  
  2.831391995799e+02  ,3.097521276434e+04  
  2.837919028441e+02  ,3.097275880563e+04  
  2.844461107448e+02  ,3.097031552982e+04  
  2.851018267504e+02  ,3.096788289275e+04  
  2.857590543375e+02  ,3.096546085108e+04  
  2.864177969906e+02  ,3.096304936106e+04  
  2.870780582024e+02  ,3.096064837872e+04  
  2.877398414735e+02  ,3.095825786102e+04  
  2.884031503126e+02  ,3.095587776501e+04  
  2.890679882365e+02  ,3.095350804783e+04  
  2.897343587701e+02  ,3.095114866681e+04  
  2.904022654464e+02  ,3.094879957818e+04  
  2.910717118066e+02  ,3.094646074112e+04  
  2.917427014001e+02  ,3.094413211192e+04  
  2.924152377843e+02  ,3.094181364863e+04  
  2.930893245250e+02  ,3.093950530984e+04  
