  Frequency            , dB( V(Vs4)/ V(Ve))   
  1.188502227437e+02  ,3.671730037046e+01  
  1.191242008027e+02  ,3.673552362756e+01  
  1.193988104464e+02  ,3.675370549217e+01  
  1.196740531307e+02  ,3.677184599275e+01  
  1.199499303149e+02  ,3.678994515795e+01  
  1.202264434617e+02  ,3.680800301654e+01  
  1.205035940372e+02  ,3.682601959747e+01  
  1.207813835107e+02  ,3.684399492979e+01  
  1.210598133550e+02  ,3.686192904269e+01  
  1.213388850465e+02  ,3.687982196557e+01  
  1.216186000646e+02  ,3.689767372798e+01  
  1.218989598925e+02  ,3.691548435955e+01  
  1.221799660165e+02  ,3.693325389011e+01  
  1.224616199265e+02  ,3.695098234964e+01  
  1.227439231158e+02  ,3.696866976824e+01  
  1.230268770812e+02  ,3.698631617620e+01  
  1.233104833229e+02  ,3.700392160393e+01  
  1.235947433444e+02  ,3.702148608201e+01  
  1.238796586530e+02  ,3.703900964114e+01  
  1.241652307592e+02  ,3.705649231221e+01  
  1.244514611771e+02  ,3.707393412623e+01  
  1.247383514243e+02  ,3.709133511438e+01  
  1.250259030218e+02  ,3.710869530800e+01  
  1.253141174941e+02  ,3.712601473855e+01  
  1.256029963695e+02  ,3.714329343766e+01  
  1.258925411794e+02  ,3.716053143711e+01  
  1.261827534591e+02  ,3.717772876884e+01  
  1.264736347471e+02  ,3.719488546495e+01  
  1.267651865858e+02  ,3.721200155765e+01  
  1.270574105208e+02  ,3.722907707934e+01  
  1.273503081017e+02  ,3.724611206258e+01  
  1.276438808811e+02  ,3.726310654004e+01  
  1.279381304157e+02  ,3.728006054459e+01  
  1.282330582656e+02  ,3.729697410922e+01  
  1.285286659943e+02  ,3.731384726711e+01  
  1.288249551693e+02  ,3.733068005150e+01  
  1.291219273613e+02  ,3.734747249596e+01  
  1.294195841450e+02  ,3.736422463401e+01  
  1.297179270984e+02  ,3.738093649950e+01  
  1.300169578033e+02  ,3.739760812628e+01  
  1.303166778452e+02  ,3.741423954849e+01  
  1.306170888132e+02  ,3.743083080030e+01  
  1.309181922999e+02  ,3.744738191615e+01  
  1.312199899019e+02  ,3.746389293061e+01  
  1.315224832192e+02  ,3.748036387828e+01  
  1.318256738556e+02  ,3.749679479409e+01  
  1.321295634186e+02  ,3.751318571301e+01  
  1.324341535195e+02  ,3.752953667020e+01  
  1.327394457730e+02  ,3.754584770100e+01  
  1.330454417978e+02  ,3.756211884087e+01  
  1.333521432163e+02  ,3.757835012543e+01  
  1.336595516546e+02  ,3.759454159048e+01  
  1.339676687426e+02  ,3.761069327194e+01  
  1.342764961138e+02  ,3.762680520589e+01  
  1.345860354056e+02  ,3.764287742860e+01  
  1.348962882592e+02  ,3.765890997649e+01  
  1.352072563194e+02  ,3.767490288610e+01  
  1.355189412351e+02  ,3.769085619411e+01  
  1.358313446587e+02  ,3.770676993745e+01  
  1.361444682466e+02  ,3.772264415310e+01  
  1.364583136589e+02  ,3.773847887828e+01  
  1.367728825596e+02  ,3.775427415032e+01  
  1.370881766165e+02  ,3.777003000669e+01  
  1.374041975012e+02  ,3.778574648504e+01  
  1.377209468894e+02  ,3.780142362323e+01  
  1.380384264603e+02  ,3.781706145917e+01  
  1.383566378972e+02  ,3.783266003099e+01  
  1.386755828872e+02  ,3.784821937700e+01  
  1.389952631213e+02  ,3.786373953557e+01  
  1.393156802945e+02  ,3.787922054533e+01  
  1.396368361056e+02  ,3.789466244502e+01  
  1.399587322572e+02  ,3.791006527355e+01  
  1.402813704562e+02  ,3.792542906992e+01  
  1.406047524130e+02  ,3.794075387342e+01  
  1.409288798422e+02  ,3.795603972335e+01  
  1.412537544623e+02  ,3.797128665928e+01  
  1.415793779957e+02  ,3.798649472089e+01  
  1.419057521689e+02  ,3.800166394798e+01  
  1.422328787123e+02  ,3.801679438059e+01  
  1.425607593602e+02  ,3.803188605884e+01  
  1.428893958511e+02  ,3.804693902303e+01  
  1.432187899273e+02  ,3.806195331364e+01  
  1.435489433353e+02  ,3.807692897127e+01  
  1.438798578256e+02  ,3.809186603673e+01  
  1.442115351525e+02  ,3.810676455090e+01  
  1.445439770746e+02  ,3.812162455489e+01  
  1.448771853545e+02  ,3.813644608992e+01  
  1.452111617588e+02  ,3.815122919742e+01  
  1.455459080582e+02  ,3.816597391891e+01  
  1.458814260275e+02  ,3.818068029610e+01  
  1.462177174457e+02  ,3.819534837088e+01  
  1.465547840956e+02  ,3.820997818527e+01  
  1.468926277644e+02  ,3.822456978139e+01  
  1.472312502433e+02  ,3.823912320160e+01  
  1.475706533276e+02  ,3.825363848840e+01  
  1.479108388168e+02  ,3.826811568440e+01  
  1.482518085146e+02  ,3.828255483239e+01  
  1.485935642287e+02  ,3.829695597533e+01  
  1.489361077711e+02  ,3.831131915631e+01  
  1.492794409579e+02  ,3.832564441861e+01  
  1.496235656094e+02  ,3.833993180560e+01  
  1.499684835502e+02  ,3.835418136088e+01  
  1.503141966090e+02  ,3.836839312817e+01  
  1.506607066187e+02  ,3.838256715131e+01  
  1.510080154164e+02  ,3.839670347433e+01  
  1.513561248436e+02  ,3.841080214138e+01  
  1.517050367459e+02  ,3.842486319689e+01  
  1.520547529732e+02  ,3.843888668524e+01  
  1.524052753797e+02  ,3.845287265112e+01  
  1.527566058238e+02  ,3.846682113929e+01  
  1.531087461682e+02  ,3.848073219469e+01  
  1.534616982799e+02  ,3.849460586245e+01  
  1.538154640303e+02  ,3.850844218780e+01  
  1.541700452949e+02  ,3.852224121611e+01  
  1.545254439538e+02  ,3.853600299295e+01  
  1.548816618912e+02  ,3.854972756403e+01  
  1.552387009958e+02  ,3.856341497518e+01  
  1.555965631605e+02  ,3.857706527240e+01  
  1.559552502827e+02  ,3.859067850185e+01  
  1.563147642641e+02  ,3.860425470985e+01  
  1.566751070108e+02  ,3.861779394281e+01  
  1.570362804333e+02  ,3.863129624736e+01  
  1.573982864466e+02  ,3.864476167026e+01  
  1.577611269699e+02  ,3.865819025837e+01  
  1.581248039270e+02  ,3.867158205878e+01  
  1.584893192461e+02  ,3.868493711866e+01  
  1.588546748598e+02  ,3.869825548539e+01  
  1.592208727051e+02  ,3.871153720644e+01  
  1.595879147237e+02  ,3.872478232944e+01  
  1.599558028614e+02  ,3.873799090219e+01  
  1.603245390690e+02  ,3.875116297261e+01  
  1.606941253013e+02  ,3.876429858882e+01  
  1.610645635178e+02  ,3.877739779902e+01  
  1.614358556826e+02  ,3.879046065160e+01  
  1.618080037643e+02  ,3.880348719504e+01  
  1.621810097359e+02  ,3.881647747804e+01  
  1.625548755750e+02  ,3.882943154943e+01  
  1.629296032640e+02  ,3.884234945810e+01  
  1.633051947894e+02  ,3.885523125322e+01  
  1.636816521428e+02  ,3.886807698399e+01  
  1.640589773199e+02  ,3.888088669979e+01  
  1.644371723215e+02  ,3.889366045018e+01  
  1.648162391525e+02  ,3.890639828478e+01  
  1.651961798229e+02  ,3.891910025348e+01  
  1.655769963469e+02  ,3.893176640615e+01  
  1.659586907437e+02  ,3.894439679293e+01  
  1.663412650370e+02  ,3.895699146405e+01  
  1.667247212551e+02  ,3.896955046990e+01  
  1.671090614311e+02  ,3.898207386101e+01  
  1.674942876026e+02  ,3.899456168798e+01  
  1.678804018122e+02  ,3.900701400165e+01  
  1.682674061070e+02  ,3.901943085292e+01  
  1.686553025389e+02  ,3.903181229291e+01  
  1.690440931643e+02  ,3.904415837282e+01  
  1.694337800447e+02  ,3.905646914397e+01  
  1.698243652462e+02  ,3.906874465785e+01  
  1.702158508395e+02  ,3.908098496611e+01  
  1.706082389003e+02  ,3.909319012044e+01  
  1.710015315090e+02  ,3.910536017279e+01  
  1.713957307508e+02  ,3.911749517518e+01  
  1.717908387157e+02  ,3.912959517975e+01  
  1.721868574986e+02  ,3.914166023881e+01  
  1.725837891990e+02  ,3.915369040479e+01  
  1.729816359215e+02  ,3.916568573022e+01  
  1.733803997754e+02  ,3.917764626783e+01  
  1.737800828749e+02  ,3.918957207042e+01  
  1.741806873391e+02  ,3.920146319094e+01  
  1.745822152920e+02  ,3.921331968251e+01  
  1.749846688624e+02  ,3.922514159830e+01  
  1.753880501842e+02  ,3.923692899166e+01  
  1.757923613958e+02  ,3.924868191607e+01  
  1.761976046411e+02  ,3.926040042517e+01  
  1.766037820686e+02  ,3.927208457263e+01  
  1.770108958317e+02  ,3.928373441233e+01  
  1.774189480890e+02  ,3.929534999824e+01  
  1.778279410039e+02  ,3.930693138449e+01  
  1.782378767448e+02  ,3.931847862529e+01  
  1.786487574852e+02  ,3.932999177500e+01  
  1.790605854035e+02  ,3.934147088812e+01  
  1.794733626832e+02  ,3.935291601922e+01  
  1.798870915129e+02  ,3.936432722310e+01  
  1.803017740859e+02  ,3.937570455450e+01  
  1.807174126011e+02  ,3.938704806844e+01  
  1.811340092619e+02  ,3.939835782003e+01  
  1.815515662773e+02  ,3.940963386448e+01  
  1.819700858610e+02  ,3.942087625707e+01  
  1.823895702319e+02  ,3.943208505331e+01  
  1.828100216143e+02  ,3.944326030875e+01  
  1.832314422371e+02  ,3.945440207904e+01  
  1.836538343348e+02  ,3.946551042001e+01  
  1.840772001469e+02  ,3.947658538757e+01  
  1.845015419179e+02  ,3.948762703775e+01  
  1.849268618978e+02  ,3.949863542670e+01  
  1.853531623415e+02  ,3.950961061069e+01  
  1.857804455091e+02  ,3.952055264607e+01  
  1.862087136663e+02  ,3.953146158936e+01  
  1.866379690834e+02  ,3.954233749714e+01  
  1.870682140366e+02  ,3.955318042607e+01  
  1.874994508067e+02  ,3.956399043305e+01  
  1.879316816803e+02  ,3.957476757497e+01  
  1.883649089490e+02  ,3.958551190886e+01  
  1.887991349096e+02  ,3.959622349186e+01  
  1.892343618645e+02  ,3.960690238127e+01  
  1.896705921211e+02  ,3.961754863441e+01  
  1.901078279923e+02  ,3.962816230872e+01  
  1.905460717963e+02  ,3.963874346184e+01  
  1.909853258566e+02  ,3.964929215139e+01  
  1.914255925021e+02  ,3.965980843516e+01  
  1.918668740670e+02  ,3.967029237104e+01  
  1.923091728910e+02  ,3.968074401698e+01  
  1.927524913191e+02  ,3.969116343113e+01  
  1.931968317017e+02  ,3.970155067159e+01  
  1.936421963946e+02  ,3.971190579670e+01  
  1.940885877593e+02  ,3.972222886484e+01  
  1.945360081622e+02  ,3.973251993447e+01  
  1.949844599758e+02  ,3.974277906416e+01  
  1.954339455775e+02  ,3.975300631262e+01  
  1.958844673506e+02  ,3.976320173855e+01  
  1.963360276836e+02  ,3.977336540090e+01  
  1.967886289707e+02  ,3.978349735858e+01  
  1.972422736115e+02  ,3.979359767063e+01  
  1.976969640112e+02  ,3.980366639622e+01  
  1.981527025805e+02  ,3.981370359457e+01  
  1.986094917357e+02  ,3.982370932500e+01  
  1.990673338987e+02  ,3.983368364692e+01  
  1.995262314969e+02  ,3.984362661983e+01  
  1.999861869632e+02  ,3.985353830335e+01  
  2.004472027365e+02  ,3.986341875712e+01  
  2.009092812608e+02  ,3.987326804093e+01  
  2.013724249862e+02  ,3.988308621461e+01  
  2.018366363681e+02  ,3.989287333809e+01  
  2.023019178678e+02  ,3.990262947143e+01  
  2.027682719521e+02  ,3.991235467467e+01  
  2.032357010936e+02  ,3.992204900803e+01  
  2.037042077705e+02  ,3.993171253176e+01  
  2.041737944669e+02  ,3.994134530619e+01  
  2.046444636724e+02  ,3.995094739177e+01  
  2.051162178825e+02  ,3.996051884900e+01  
  2.055890595984e+02  ,3.997005973840e+01  
  2.060629913270e+02  ,3.997957012068e+01  
  2.065380155810e+02  ,3.998905005654e+01  
  2.070141348791e+02  ,3.999849960679e+01  
  2.074913517455e+02  ,4.000791883234e+01  
  2.079696687103e+02  ,4.001730779408e+01  
  2.084490883097e+02  ,4.002666655308e+01  
  2.089296130854e+02  ,4.003599517041e+01  
  2.094112455851e+02  ,4.004529370725e+01  
  2.098939883623e+02  ,4.005456222481e+01  
  2.103778439766e+02  ,4.006380078440e+01  
  2.108628149933e+02  ,4.007300944739e+01  
  2.113489039836e+02  ,4.008218827523e+01  
  2.118361135248e+02  ,4.009133732939e+01  
  2.123244462000e+02  ,4.010045667146e+01  
  2.128139045982e+02  ,4.010954636303e+01  
  2.133044913146e+02  ,4.011860646584e+01  
  2.137962089502e+02  ,4.012763704160e+01  
  2.142890601120e+02  ,4.013663815214e+01  
  2.147830474130e+02  ,4.014560985935e+01  
  2.152781734724e+02  ,4.015455222511e+01  
  2.157744409152e+02  ,4.016346531147e+01  
  2.162718523727e+02  ,4.017234918044e+01  
  2.167704104819e+02  ,4.018120389412e+01  
  2.172701178863e+02  ,4.019002951469e+01  
  2.177709772353e+02  ,4.019882610434e+01  
  2.182729911843e+02  ,4.020759372536e+01  
  2.187761623949e+02  ,4.021633244003e+01  
  2.192804935350e+02  ,4.022504231075e+01  
  2.197859872785e+02  ,4.023372339992e+01  
  2.202926463053e+02  ,4.024237577003e+01  
  2.208004733019e+02  ,4.025099948358e+01  
  2.213094709605e+02  ,4.025959460312e+01  
  2.218196419800e+02  ,4.026816119126e+01  
  2.223309890651e+02  ,4.027669931067e+01  
  2.228435149270e+02  ,4.028520902407e+01  
  2.233572222830e+02  ,4.029369039418e+01  
  2.238721138568e+02  ,4.030214348375e+01  
  2.243881923782e+02  ,4.031056835566e+01  
  2.249054605835e+02  ,4.031896507275e+01  
  2.254239212152e+02  ,4.032733369797e+01  
  2.259435770221e+02  ,4.033567429420e+01  
  2.264644307593e+02  ,4.034398692448e+01  
  2.269864851884e+02  ,4.035227165179e+01  
  2.275097430772e+02  ,4.036052853922e+01  
  2.280342072000e+02  ,4.036875764985e+01  
  2.285598803375e+02  ,4.037695904677e+01  
  2.290867652767e+02  ,4.038513279318e+01  
  2.296148648112e+02  ,4.039327895226e+01  
  2.301441817408e+02  ,4.040139758722e+01  
  2.306747188720e+02  ,4.040948876129e+01  
  2.312064790175e+02  ,4.041755253781e+01  
  2.317394649968e+02  ,4.042558898005e+01  
  2.322736796357e+02  ,4.043359815132e+01  
  2.328091257665e+02  ,4.044158011502e+01  
  2.333458062281e+02  ,4.044953493451e+01  
  2.338837238659e+02  ,4.045746267321e+01  
  2.344228815320e+02  ,4.046536339454e+01  
  2.349632820848e+02  ,4.047323716197e+01  
  2.355049283896e+02  ,4.048108403897e+01  
  2.360478233180e+02  ,4.048890408902e+01  
  2.365919697485e+02  ,4.049669737564e+01  
  2.371373705661e+02  ,4.050446396238e+01  
  2.376840286625e+02  ,4.051220391279e+01  
  2.382319469358e+02  ,4.051991729038e+01  
  2.387811282913e+02  ,4.052760415882e+01  
  2.393315756405e+02  ,4.053526458165e+01  
  2.398832919019e+02  ,4.054289862247e+01  
  2.404362800007e+02  ,4.055050634492e+01  
  2.409905428686e+02  ,4.055808781265e+01  
  2.415460834445e+02  ,4.056564308923e+01  
  2.421029046736e+02  ,4.057317223840e+01  
  2.426610095082e+02  ,4.058067532378e+01  
  2.432204009074e+02  ,4.058815240904e+01  
  2.437810818368e+02  ,4.059560355787e+01  
  2.443430552694e+02  ,4.060302883392e+01  
  2.449063241844e+02  ,4.061042830089e+01  
  2.454708915685e+02  ,4.061780202245e+01  
  2.460367604147e+02  ,4.062515006233e+01  
  2.466039337234e+02  ,4.063247248421e+01  
  2.471724145016e+02  ,4.063976935175e+01  
  2.477422057633e+02  ,4.064704072870e+01  
  2.483133105295e+02  ,4.065428667870e+01  
  2.488857318282e+02  ,4.066150726548e+01  
  2.494594726943e+02  ,4.066870255268e+01  
  2.500345361696e+02  ,4.067587260405e+01  
  2.506109253032e+02  ,4.068301748320e+01  
  2.511886431509e+02  ,4.069013725385e+01  
  2.517676927759e+02  ,4.069723197964e+01  
  2.523480772480e+02  ,4.070430172424e+01  
  2.529297996446e+02  ,4.071134655128e+01  
  2.535128630498e+02  ,4.071836652444e+01  
  2.540972705549e+02  ,4.072536170731e+01  
  2.546830252585e+02  ,4.073233216354e+01  
  2.552701302661e+02  ,4.073927795669e+01  
  2.558585886905e+02  ,4.074619915040e+01  
  2.564484036517e+02  ,4.075309580822e+01  
  2.570395782769e+02  ,4.075996799373e+01  
  2.576321157002e+02  ,4.076681577046e+01  
  2.582260190634e+02  ,4.077363920195e+01  
  2.588212915153e+02  ,4.078043835170e+01  
  2.594179362118e+02  ,4.078721328325e+01  
  2.600159563165e+02  ,4.079396406000e+01  
  2.606153549999e+02  ,4.080069074544e+01  
  2.612161354399e+02  ,4.080739340302e+01  
  2.618183008219e+02  ,4.081407209610e+01  
  2.624218543384e+02  ,4.082072688814e+01  
  2.630267991895e+02  ,4.082735784243e+01  
  2.636331385825e+02  ,4.083396502233e+01  
  2.642408757322e+02  ,4.084054849115e+01  
  2.648500138606e+02  ,4.084710831219e+01  
  2.654605561975e+02  ,4.085364454868e+01  
  2.660725059798e+02  ,4.086015726386e+01  
  2.666858664521e+02  ,4.086664652094e+01  
  2.673006408663e+02  ,4.087311238304e+01  
  2.679168324819e+02  ,4.087955491337e+01  
  2.685344445658e+02  ,4.088597417497e+01  
  2.691534803927e+02  ,4.089237023095e+01  
  2.697739432445e+02  ,4.089874314433e+01  
  2.703958364108e+02  ,4.090509297811e+01  
  2.710191631890e+02  ,4.091141979525e+01  
  2.716439268839e+02  ,4.091772365870e+01  
  2.722701308078e+02  ,4.092400463135e+01  
  2.728977782808e+02  ,4.093026277604e+01  
  2.735268726306e+02  ,4.093649815561e+01  
  2.741574171928e+02  ,4.094271083282e+01  
  2.747894153102e+02  ,4.094890087040e+01  
  2.754228703338e+02  ,4.095506833104e+01  
  2.760577856220e+02  ,4.096121327745e+01  
  2.766941645411e+02  ,4.096733577216e+01  
  2.773320104651e+02  ,4.097343587778e+01  
  2.779713267759e+02  ,4.097951365680e+01  
  2.786121168629e+02  ,4.098556917173e+01  
  2.792543841237e+02  ,4.099160248498e+01  
  2.798981319634e+02  ,4.099761365892e+01  
  2.805433637951e+02  ,4.100360275590e+01  
  2.811900830399e+02  ,4.100956983821e+01  
  2.818382931264e+02  ,4.101551496807e+01  
  2.824879974915e+02  ,4.102143820769e+01  
  2.831391995799e+02  ,4.102733961916e+01  
  2.837919028441e+02  ,4.103321926460e+01  
  2.844461107448e+02  ,4.103907720603e+01  
  2.851018267504e+02  ,4.104491350541e+01  
  2.857590543375e+02  ,4.105072822468e+01  
  2.864177969906e+02  ,4.105652142570e+01  
  2.870780582024e+02  ,4.106229317028e+01  
  2.877398414735e+02  ,4.106804352018e+01  
  2.884031503126e+02  ,4.107377253709e+01  
  2.890679882365e+02  ,4.107948028266e+01  
  2.897343587701e+02  ,4.108516681845e+01  
  2.904022654464e+02  ,4.109083220600e+01  
  2.910717118066e+02  ,4.109647650677e+01  
  2.917427014001e+02  ,4.110209978213e+01  
  2.924152377843e+02  ,4.110770209345e+01  
  2.930893245250e+02  ,4.111328350201e+01  
  2.937649651961e+02  ,4.111884406901e+01  
  2.944421633798e+02  ,4.112438385556e+01  
  2.951209226666e+02  ,4.112990292279e+01  
  2.958012466551e+02  ,4.113540133176e+01  
  2.964831389524e+02  ,4.114087914333e+01  
  2.971666031738e+02  ,4.114633641843e+01  
  2.978516429429e+02  ,4.115177321790e+01  
  2.985382618918e+02  ,4.115718960244e+01  
  2.992264636608e+02  ,4.116258563279e+01  
  2.999162518987e+02  ,4.116796136950e+01  
  3.006076302628e+02  ,4.117331687318e+01  
  3.013006024186e+02  ,4.117865220425e+01  
  3.019951720402e+02  ,4.118396742313e+01  
  3.026913428101e+02  ,4.118926259014e+01  
  3.033891184194e+02  ,4.119453776556e+01  
  3.040885025676e+02  ,4.119979300955e+01  
  3.047894989628e+02  ,4.120502838220e+01  
  3.054921113215e+02  ,4.121024394361e+01  
  3.061963433690e+02  ,4.121543975366e+01  
  3.069021988391e+02  ,4.122061587227e+01  
  3.076096814740e+02  ,4.122577235925e+01  
  3.083187950249e+02  ,4.123090927431e+01  
  3.090295432513e+02  ,4.123602667713e+01  
  3.097419299216e+02  ,4.124112462727e+01  
  3.104559588128e+02  ,4.124620318420e+01  
  3.111716337106e+02  ,4.125126240734e+01  
  3.118889584094e+02  ,4.125630235603e+01  
  3.126079367124e+02  ,4.126132308954e+01  
  3.133285724315e+02  ,4.126632466701e+01  
  3.140508693876e+02  ,4.127130714755e+01  
  3.147748314101e+02  ,4.127627059017e+01  
  3.155004623374e+02  ,4.128121505376e+01  
  3.162277660168e+02  ,4.128614059720e+01  
  3.169567463043e+02  ,4.129104727922e+01  
  3.176874070649e+02  ,4.129593515851e+01  
  3.184197521726e+02  ,4.130080429361e+01  
  3.191537855100e+02  ,4.130565474306e+01  
  3.198895109691e+02  ,4.131048656526e+01  
  3.206269324505e+02  ,4.131529981853e+01  
  3.213660538640e+02  ,4.132009456111e+01  
  3.221068791283e+02  ,4.132487085114e+01  
  3.228494121712e+02  ,4.132962874670e+01  
  3.235936569296e+02  ,4.133436830575e+01  
  3.243396173493e+02  ,4.133908958617e+01  
  3.250872973854e+02  ,4.134379264573e+01  
  3.258367010020e+02  ,4.134847754213e+01  
  3.265878321723e+02  ,4.135314433303e+01  
  3.273406948788e+02  ,4.135779307590e+01  
  3.280952931131e+02  ,4.136242382818e+01  
  3.288516308759e+02  ,4.136703664716e+01  
  3.296097121774e+02  ,4.137163159015e+01  
  3.303695410368e+02  ,4.137620871424e+01  
  3.311311214825e+02  ,4.138076807650e+01  
  3.318944575526e+02  ,4.138530973389e+01  
  3.326595532940e+02  ,4.138983374323e+01  
  3.334264127632e+02  ,4.139434016133e+01  
  3.341950400261e+02  ,4.139882904482e+01  
  3.349654391578e+02  ,4.140330045030e+01  
  3.357376142429e+02  ,4.140775443423e+01  
  3.365115693754e+02  ,4.141219105300e+01  
  3.372873086588e+02  ,4.141661036286e+01  
  3.380648362059e+02  ,4.142101242002e+01  
  3.388441561392e+02  ,4.142539728053e+01  
  3.396252725904e+02  ,4.142976500038e+01  
  3.404081897010e+02  ,4.143411563548e+01  
  3.411929116219e+02  ,4.143844924159e+01  
  3.419794425137e+02  ,4.144276587435e+01  
  3.427677865464e+02  ,4.144706558940e+01  
  3.435579478998e+02  ,4.145134844221e+01  
  3.443499307633e+02  ,4.145561448812e+01  
  3.451437393358e+02  ,4.145986378245e+01  
  3.459393778261e+02  ,4.146409638033e+01  
  3.467368504525e+02  ,4.146831233686e+01  
  3.475361614432e+02  ,4.147251170699e+01  
  3.483373150360e+02  ,4.147669454559e+01  
  3.491403154785e+02  ,4.148086090742e+01  
  3.499451670283e+02  ,4.148501084711e+01  
  3.507518739525e+02  ,4.148914441925e+01  
  3.515604405282e+02  ,4.149326167822e+01  
  3.523708710424e+02  ,4.149736267842e+01  
  3.531831697919e+02  ,4.150144747402e+01  
  3.539973410834e+02  ,4.150551611922e+01  
  3.548133892335e+02  ,4.150956866800e+01  
  3.556313185689e+02  ,4.151360517427e+01  
  3.564511334262e+02  ,4.151762569183e+01  
  3.572728381519e+02  ,4.152163027439e+01  
  3.580964371026e+02  ,4.152561897550e+01  
  3.589219346450e+02  ,4.152959184872e+01  
  3.597493351557e+02  ,4.153354894735e+01  
  3.605786430216e+02  ,4.153749032468e+01  
  3.614098626396e+02  ,4.154141603386e+01  
  3.622429984166e+02  ,4.154532612795e+01  
  3.630780547701e+02  ,4.154922065988e+01  
  3.639150361272e+02  ,4.155309968245e+01  
  3.647539469256e+02  ,4.155696324839e+01  
  3.655947916131e+02  ,4.156081141031e+01  
  3.664375746478e+02  ,4.156464422072e+01  
  3.672823004980e+02  ,4.156846173196e+01  
  3.681289736425e+02  ,4.157226399634e+01  
  3.689775985701e+02  ,4.157605106598e+01  
  3.698281797802e+02  ,4.157982299295e+01  
  3.706807217825e+02  ,4.158357982919e+01  
  3.715352290971e+02  ,4.158732162653e+01  
  3.723917062545e+02  ,4.159104843665e+01  
  3.732501577957e+02  ,4.159476031116e+01  
  3.741105882720e+02  ,4.159845730155e+01  
  3.749730022454e+02  ,4.160213945916e+01  
  3.758374042884e+02  ,4.160580683530e+01  
  3.767037989839e+02  ,4.160945948106e+01  
  3.775721909254e+02  ,4.161309744750e+01  
  3.784425847170e+02  ,4.161672078551e+01  
  3.793149849736e+02  ,4.162032954590e+01  
  3.801893963205e+02  ,4.162392377937e+01  
  3.810658233937e+02  ,4.162750353647e+01  
  3.819442708400e+02  ,4.163106886765e+01  
  3.828247433168e+02  ,4.163461982326e+01  
  3.837072454922e+02  ,4.163815645353e+01  
  3.845917820453e+02  ,4.164167880854e+01  
  3.854783576657e+02  ,4.164518693830e+01  
  3.863669770540e+02  ,4.164868089270e+01  
  3.872576449216e+02  ,4.165216072147e+01  
  3.881503659906e+02  ,4.165562647427e+01  
  3.890451449942e+02  ,4.165907820063e+01  
  3.899419866765e+02  ,4.166251594993e+01  
  3.908408957923e+02  ,4.166593977148e+01  
  3.917418771077e+02  ,4.166934971444e+01  
  3.926449353995e+02  ,4.167274582791e+01  
  3.935500754557e+02  ,4.167612816080e+01  
  3.944573020752e+02  ,4.167949676193e+01  
  3.953666200681e+02  ,4.168285167997e+01  
  3.962780342554e+02  ,4.168619296359e+01  
  3.971915494694e+02  ,4.168952066118e+01  
  3.981071705534e+02  ,4.169283482115e+01  
  3.990249023621e+02  ,4.169613549169e+01  
  3.999447497610e+02  ,4.169942272092e+01  
  4.008667176272e+02  ,4.170269655685e+01  
  4.017908108489e+02  ,4.170595704734e+01  
  4.027170343254e+02  ,4.170920424016e+01  
  4.036453929675e+02  ,4.171243818293e+01  
  4.045758916974e+02  ,4.171565892322e+01  
  4.055085354483e+02  ,4.171886650836e+01  
  4.064433291652e+02  ,4.172206098567e+01  
  4.073802778041e+02  ,4.172524240231e+01  
  4.083193863326e+02  ,4.172841080534e+01  
  4.092606597300e+02  ,4.173156624164e+01  
  4.102041029865e+02  ,4.173470875806e+01  
  4.111497211045e+02  ,4.173783840123e+01  
  4.120975190973e+02  ,4.174095521775e+01  
  4.130475019901e+02  ,4.174405925406e+01  
  4.139996748197e+02  ,4.174715055650e+01  
  4.149540426343e+02  ,4.175022917125e+01  
  4.159106104940e+02  ,4.175329514438e+01  
  4.168693834703e+02  ,4.175634852191e+01  
  4.178303666466e+02  ,4.175938934963e+01  
  4.187935651179e+02  ,4.176241767331e+01  
  4.197589839909e+02  ,4.176543353850e+01  
  4.207266283844e+02  ,4.176843699073e+01  
  4.216965034285e+02  ,4.177142807534e+01  
  4.226686142655e+02  ,4.177440683757e+01  
  4.236429660495e+02  ,4.177737332257e+01  
  4.246195639463e+02  ,4.178032757533e+01  
  4.255984131337e+02  ,4.178326964072e+01  
  4.265795188015e+02  ,4.178619956350e+01  
  4.275628861515e+02  ,4.178911738832e+01  
  4.285485203974e+02  ,4.179202315971e+01  
  4.295364267648e+02  ,4.179491692207e+01  
  4.305266104916e+02  ,4.179779871964e+01  
  4.315190768277e+02  ,4.180066859661e+01  
  4.325138310349e+02  ,4.180352659705e+01  
  4.335108783875e+02  ,4.180637276481e+01  
  4.345102241715e+02  ,4.180920714373e+01  
  4.355118736855e+02  ,4.181202977749e+01  
  4.365158322401e+02  ,4.181484070963e+01  
  4.375221051582e+02  ,4.181763998356e+01  
  4.385306977749e+02  ,4.182042764265e+01  
  4.395416154378e+02  ,4.182320373008e+01  
  4.405548635065e+02  ,4.182596828890e+01  
  4.415704473532e+02  ,4.182872136206e+01  
  4.425883723626e+02  ,4.183146299240e+01  
  4.436086439314e+02  ,4.183419322268e+01  
  4.446312674690e+02  ,4.183691209542e+01  
  4.456562483974e+02  ,4.183961965313e+01  
  4.466835921509e+02  ,4.184231593816e+01  
  4.477133041763e+02  ,4.184500099273e+01  
  4.487453899331e+02  ,4.184767485894e+01  
  4.497798548932e+02  ,4.185033757882e+01  
  4.508167045414e+02  ,4.185298919418e+01  
  4.518559443749e+02  ,4.185562974684e+01  
  4.528975799036e+02  ,4.185825927840e+01  
