  Frequency            , P( V(Vs4))           
  3.273406948788e+04  ,-5.403850866453e+02  
  3.280952931130e+04  ,-5.403880210383e+02  
  3.288516308759e+04  ,-5.403909574875e+02  
  3.296097121774e+04  ,-5.403938960084e+02  
  3.303695410367e+04  ,-5.403968366166e+02  
  3.311311214825e+04  ,-5.403997793277e+02  
  3.318944575525e+04  ,-5.404027241572e+02  
  3.326595532939e+04  ,-5.404056711207e+02  
  3.334264127632e+04  ,-5.404086202340e+02  
  3.341950400260e+04  ,-5.404115715126e+02  
  3.349654391577e+04  ,-5.404145249720e+02  
  3.357376142429e+04  ,-5.404174806281e+02  
  3.365115693754e+04  ,-5.404204384965e+02  
  3.372873086588e+04  ,-5.404233985927e+02  
  3.380648362059e+04  ,-5.404263609326e+02  
  3.388441561391e+04  ,-5.404293255318e+02  
  3.396252725903e+04  ,-5.404322924060e+02  
  3.404081897009e+04  ,-5.404352615709e+02  
  3.411929116218e+04  ,-5.404382330423e+02  
  3.419794425136e+04  ,-5.404412068359e+02  
  3.427677865464e+04  ,-5.404441829675e+02  
  3.435579478998e+04  ,-5.404471614529e+02  
  3.443499307633e+04  ,-5.404501423077e+02  
  3.451437393358e+04  ,-5.404531255479e+02  
  3.459393778260e+04  ,-5.404561111891e+02  
  3.467368504524e+04  ,-5.404590992474e+02  
  3.475361614431e+04  ,-5.404620897384e+02  
  3.483373150359e+04  ,-5.404650826780e+02  
  3.491403154785e+04  ,-5.404680780821e+02  
  3.499451670283e+04  ,-5.404710759665e+02  
  3.507518739525e+04  ,-5.404740763472e+02  
  3.515604405282e+04  ,-5.404770792400e+02  
  3.523708710424e+04  ,-5.404800846609e+02  
  3.531831697919e+04  ,-5.404830926257e+02  
  3.539973410833e+04  ,-5.404861031504e+02  
  3.548133892335e+04  ,-5.404891162510e+02  
  3.556313185689e+04  ,-5.404921319433e+02  
  3.564511334262e+04  ,-5.404951502435e+02  
  3.572728381518e+04  ,-5.404981711675e+02  
  3.580964371025e+04  ,-5.405011947312e+02  
  3.589219346449e+04  ,-5.405042209508e+02  
  3.597493351557e+04  ,-5.405072498422e+02  
  3.605786430216e+04  ,-5.405102814215e+02  
  3.614098626395e+04  ,-5.405133157048e+02  
  3.622429984166e+04  ,-5.405163527081e+02  
  3.630780547700e+04  ,-5.405193924475e+02  
  3.639150361271e+04  ,-5.405224349391e+02  
  3.647539469255e+04  ,-5.405254801991e+02  
  3.655947916130e+04  ,-5.405285282435e+02  
  3.664375746477e+04  ,-5.405315790886e+02  
  3.672823004980e+04  ,-5.405346327505e+02  
  3.681289736424e+04  ,-5.405376892454e+02  
  3.689775985701e+04  ,-5.405407485894e+02  
  3.698281797802e+04  ,-5.405438107988e+02  
  3.706807217825e+04  ,-5.405468758897e+02  
  3.715352290971e+04  ,-5.405499438786e+02  
  3.723917062545e+04  ,-5.405530147815e+02  
  3.732501577956e+04  ,-5.405560886147e+02  
  3.741105882720e+04  ,-5.405591653946e+02  
  3.749730022454e+04  ,-5.405622451375e+02  
  3.758374042884e+04  ,-5.405653278596e+02  
  3.767037989838e+04  ,-5.405684135773e+02  
  3.775721909253e+04  ,-5.405715023069e+02  
  3.784425847170e+04  ,-5.405745940648e+02  
  3.793149849736e+04  ,-5.405776888674e+02  
  3.801893963205e+04  ,-5.405807867311e+02  
  3.810658233937e+04  ,-5.405838876723e+02  
  3.819442708400e+04  ,-5.405869917074e+02  
  3.828247433167e+04  ,-5.405900988528e+02  
  3.837072454922e+04  ,-5.405932091251e+02  
  3.845917820453e+04  ,-5.405963225406e+02  
  3.854783576657e+04  ,-5.405994391160e+02  
  3.863669770540e+04  ,-5.406025588676e+02  
  3.872576449215e+04  ,-5.406056818121e+02  
  3.881503659906e+04  ,-5.406088079659e+02  
  3.890451449942e+04  ,-5.406119373457e+02  
  3.899419866764e+04  ,-5.406150699680e+02  
  3.908408957923e+04  ,-5.406182058494e+02  
  3.917418771077e+04  ,-5.406213450065e+02  
  3.926449353995e+04  ,-5.406244874559e+02  
  3.935500754557e+04  ,-5.406276332144e+02  
  3.944573020752e+04  ,-5.406307822985e+02  
  3.953666200680e+04  ,-5.406339347249e+02  
  3.962780342553e+04  ,-5.406370905104e+02  
  3.971915494693e+04  ,-5.406402496716e+02  
  3.981071705534e+04  ,-5.406434122253e+02  
  3.990249023620e+04  ,-5.406465781883e+02  
  3.999447497610e+04  ,-5.406497475772e+02  
  4.008667176272e+04  ,-5.406529204090e+02  
  4.017908108488e+04  ,-5.406560967004e+02  
  4.027170343254e+04  ,-5.406592764682e+02  
  4.036453929675e+04  ,-5.406624597293e+02  
  4.045758916973e+04  ,-5.406656465005e+02  
  4.055085354483e+04  ,-5.406688367987e+02  
  4.064433291651e+04  ,-5.406720306409e+02  
  4.073802778040e+04  ,-5.406752280438e+02  
  4.083193863326e+04  ,-5.406784290246e+02  
  4.092606597299e+04  ,-5.406816336001e+02  
  4.102041029865e+04  ,-5.406848417873e+02  
  4.111497211044e+04  ,-5.406880536032e+02  
  4.120975190972e+04  ,-5.406912690648e+02  
  4.130475019901e+04  ,-5.406944881891e+02  
  4.139996748196e+04  ,-5.406977109932e+02  
  4.149540426343e+04  ,-5.407009374942e+02  
  4.159106104939e+04  ,-5.407041677091e+02  
  4.168693834702e+04  ,-5.407074016551e+02  
  4.178303666465e+04  ,-5.407106393493e+02  
  4.187935651178e+04  ,-5.407138808088e+02  
  4.197589839909e+04  ,-5.407171260508e+02  
  4.207266283843e+04  ,-5.407203750925e+02  
  4.216965034285e+04  ,-5.407236279511e+02  
  4.226686142655e+04  ,-5.407268846438e+02  
  4.236429660494e+04  ,-5.407301451880e+02  
  4.246195639462e+04  ,-5.407334096007e+02  
  4.255984131336e+04  ,-5.407366778994e+02  
  4.265795188015e+04  ,-5.407399501014e+02  
  4.275628861515e+04  ,-5.407432262239e+02  
  4.285485203973e+04  ,-5.407465062844e+02  
  4.295364267648e+04  ,-5.407497903002e+02  
  4.305266104916e+04  ,-5.407530782887e+02  
  4.315190768277e+04  ,-5.407563702673e+02  
  4.325138310349e+04  ,-5.407596662534e+02  
  4.335108783874e+04  ,-5.407629662645e+02  
  4.345102241715e+04  ,-5.407662703181e+02  
  4.355118736855e+04  ,-5.407695784317e+02  
  4.365158322401e+04  ,-5.407728906228e+02  
  4.375221051581e+04  ,-5.407762069089e+02  
  4.385306977749e+04  ,-5.407795273077e+02  
  4.395416154377e+04  ,-5.407828518366e+02  
  4.405548635064e+04  ,-5.407861805133e+02  
  4.415704473532e+04  ,-5.407895133554e+02  
  4.425883723625e+04  ,-5.407928503807e+02  
  4.436086439313e+04  ,-5.407961916066e+02  
  4.446312674690e+04  ,-5.407995370510e+02  
  4.456562483974e+04  ,-5.408028867316e+02  
  4.466835921509e+04  ,-5.408062406660e+02  
  4.477133041763e+04  ,-5.408095988721e+02  
  4.487453899330e+04  ,-5.408129613676e+02  
  4.497798548932e+04  ,-5.408163281704e+02  
  4.508167045413e+04  ,-5.408196992983e+02  
  4.518559443748e+04  ,-5.408230747691e+02  
  4.528975799035e+04  ,-5.408264546007e+02  
  4.539416166501e+04  ,-5.408298388110e+02  
  4.549880601499e+04  ,-5.408332274179e+02  
  4.560369159512e+04  ,-5.408366204394e+02  
  4.570881896148e+04  ,-5.408400178935e+02  
  4.581418867144e+04  ,-5.408434197980e+02  
  4.591980128368e+04  ,-5.408468261711e+02  
  4.602565735812e+04  ,-5.408502370308e+02  
  4.613175745603e+04  ,-5.408536523951e+02  
  4.623810213991e+04  ,-5.408570722821e+02  
  4.634469197362e+04  ,-5.408604967100e+02  
  4.645152752226e+04  ,-5.408639256968e+02  
  4.655860935228e+04  ,-5.408673592608e+02  
  4.666593803142e+04  ,-5.408707974200e+02  
  4.677351412871e+04  ,-5.408742401928e+02  
  4.688133821451e+04  ,-5.408776875973e+02  
  4.698941086051e+04  ,-5.408811396518e+02  
  4.709773263968e+04  ,-5.408845963746e+02  
  4.720630412635e+04  ,-5.408880577839e+02  
  4.731512589614e+04  ,-5.408915238981e+02  
  4.742419852601e+04  ,-5.408949947357e+02  
  4.753352259427e+04  ,-5.408984703148e+02  
  4.764309868053e+04  ,-5.409019506539e+02  
  4.775292736576e+04  ,-5.409054357716e+02  
  4.786300923225e+04  ,-5.409089256861e+02  
  4.797334486366e+04  ,-5.409124204160e+02  
  4.808393484496e+04  ,-5.409159199798e+02  
  4.819477976250e+04  ,-5.409194243961e+02  
  4.830588020397e+04  ,-5.409229336833e+02  
  4.841723675840e+04  ,-5.409264478601e+02  
  4.852885001620e+04  ,-5.409299669450e+02  
  4.864072056913e+04  ,-5.409334909568e+02  
  4.875284901033e+04  ,-5.409370199139e+02  
  4.886523593427e+04  ,-5.409405538353e+02  
  4.897788193683e+04  ,-5.409440927394e+02  
  4.909078761525e+04  ,-5.409476366452e+02  
  4.920395356813e+04  ,-5.409511855712e+02  
  4.931738039548e+04  ,-5.409547395365e+02  
  4.943106869867e+04  ,-5.409582985596e+02  
  4.954501908047e+04  ,-5.409618626595e+02  
  4.965923214502e+04  ,-5.409654318552e+02  
  4.977370849788e+04  ,-5.409690061653e+02  
  4.988844874599e+04  ,-5.409725856089e+02  
  5.000345349769e+04  ,-5.409761702050e+02  
  5.011872336271e+04  ,-5.409797599724e+02  
  5.023425895223e+04  ,-5.409833549303e+02  
  5.035006087878e+04  ,-5.409869550975e+02  
  5.046612975634e+04  ,-5.409905604933e+02  
  5.058246620030e+04  ,-5.409941711366e+02  
  5.069907082746e+04  ,-5.409977870467e+02  
  5.081594425604e+04  ,-5.410014082425e+02  
  5.093308710571e+04  ,-5.410050347434e+02  
  5.105049999753e+04  ,-5.410086665684e+02  
  5.116818355402e+04  ,-5.410123037369e+02  
  5.128613839912e+04  ,-5.410159462681e+02  
  5.140436515823e+04  ,-5.410195941812e+02  
  5.152286445816e+04  ,-5.410232474956e+02  
  5.164163692719e+04  ,-5.410269062305e+02  
  5.176068319504e+04  ,-5.410305704055e+02  
  5.188000389288e+04  ,-5.410342400398e+02  
  5.199959965334e+04  ,-5.410379151529e+02  
  5.211947111049e+04  ,-5.410415957642e+02  
  5.223961889990e+04  ,-5.410452818933e+02  
  5.236004365856e+04  ,-5.410489735596e+02  
  5.248074602496e+04  ,-5.410526707826e+02  
  5.260172663906e+04  ,-5.410563735821e+02  
  5.272298614227e+04  ,-5.410600819774e+02  
  5.284452517750e+04  ,-5.410637959883e+02  
  5.296634438915e+04  ,-5.410675156345e+02  
  5.308844442309e+04  ,-5.410712409355e+02  
  5.321082592667e+04  ,-5.410749719112e+02  
  5.333348954875e+04  ,-5.410787085812e+02  
  5.345643593968e+04  ,-5.410824509655e+02  
  5.357966575132e+04  ,-5.410861990836e+02  
  5.370317963701e+04  ,-5.410899529556e+02  
  5.382697825162e+04  ,-5.410937126012e+02  
  5.395106225150e+04  ,-5.410974780404e+02  
  5.407543229454e+04  ,-5.411012492930e+02  
  5.420008904015e+04  ,-5.411050263792e+02  
  5.432503314923e+04  ,-5.411088093187e+02  
  5.445026528423e+04  ,-5.411125981317e+02  
  5.457578610911e+04  ,-5.411163928382e+02  
  5.470159628938e+04  ,-5.411201934583e+02  
  5.482769649207e+04  ,-5.411240000121e+02  
  5.495408738575e+04  ,-5.411278125197e+02  
  5.508076964053e+04  ,-5.411316310014e+02  
  5.520774392806e+04  ,-5.411354554772e+02  
  5.533501092156e+04  ,-5.411392859676e+02  
  5.546257129578e+04  ,-5.411431224926e+02  
  5.559042572703e+04  ,-5.411469650728e+02  
  5.571857489318e+04  ,-5.411508137282e+02  
  5.584701947367e+04  ,-5.411546684794e+02  
  5.597576014950e+04  ,-5.411585293468e+02  
  5.610479760323e+04  ,-5.411623963507e+02  
  5.623413251902e+04  ,-5.411662695116e+02  
  5.636376558258e+04  ,-5.411701488500e+02  
  5.649369748122e+04  ,-5.411740343865e+02  
  5.662392890381e+04  ,-5.411779261416e+02  
  5.675446054084e+04  ,-5.411818241359e+02  
  5.688529308437e+04  ,-5.411857283899e+02  
  5.701642722806e+04  ,-5.411896389245e+02  
  5.714786366717e+04  ,-5.411935557603e+02  
  5.727960309857e+04  ,-5.411974789179e+02  
  5.741164622072e+04  ,-5.412014084182e+02  
  5.754399373370e+04  ,-5.412053442819e+02  
  5.767664633921e+04  ,-5.412092865298e+02  
  5.780960474056e+04  ,-5.412132351829e+02  
  5.794286964267e+04  ,-5.412171902620e+02  
  5.807644175212e+04  ,-5.412211517881e+02  
  5.821032177707e+04  ,-5.412251197820e+02  
  5.834451042736e+04  ,-5.412290942648e+02  
  5.847900841443e+04  ,-5.412330752575e+02  
  5.861381645139e+04  ,-5.412370627812e+02  
  5.874893525296e+04  ,-5.412410568570e+02  
  5.888436553554e+04  ,-5.412450575060e+02  
  5.902010801717e+04  ,-5.412490647493e+02  
  5.915616341753e+04  ,-5.412530786081e+02  
  5.929253245798e+04  ,-5.412570991038e+02  
  5.942921586154e+04  ,-5.412611262576e+02  
  5.956621435289e+04  ,-5.412651600907e+02  
  5.970352865837e+04  ,-5.412692006245e+02  
  5.984115950602e+04  ,-5.412732478804e+02  
  5.997910762554e+04  ,-5.412773018797e+02  
  6.011737374831e+04  ,-5.412813626440e+02  
  6.025595860742e+04  ,-5.412854301947e+02  
  6.039486293762e+04  ,-5.412895045534e+02  
  6.053408747538e+04  ,-5.412935857415e+02  
  6.067363295884e+04  ,-5.412976737806e+02  
  6.081350012786e+04  ,-5.413017686925e+02  
  6.095368972400e+04  ,-5.413058704987e+02  
  6.109420249054e+04  ,-5.413099792209e+02  
  6.123503917246e+04  ,-5.413140948810e+02  
  6.137620051646e+04  ,-5.413182175005e+02  
  6.151768727097e+04  ,-5.413223471014e+02  
  6.165950018613e+04  ,-5.413264837055e+02  
  6.180164001383e+04  ,-5.413306273347e+02  
  6.194410750766e+04  ,-5.413347780108e+02  
  6.208690342299e+04  ,-5.413389357558e+02  
  6.223002851690e+04  ,-5.413431005918e+02  
  6.237348354823e+04  ,-5.413472725407e+02  
  6.251726927755e+04  ,-5.413514516247e+02  
  6.266138646722e+04  ,-5.413556378657e+02  
  6.280583588132e+04  ,-5.413598312860e+02  
  6.295061828570e+04  ,-5.413640319077e+02  
  6.309573444800e+04  ,-5.413682397531e+02  
  6.324118513761e+04  ,-5.413724548443e+02  
  6.338697112568e+04  ,-5.413766772038e+02  
  6.353309318516e+04  ,-5.413809068537e+02  
  6.367955209078e+04  ,-5.413851438165e+02  
  6.382634861904e+04  ,-5.413893881146e+02  
  6.397348354825e+04  ,-5.413936397704e+02  
  6.412095765850e+04  ,-5.413978988064e+02  
  6.426877173169e+04  ,-5.414021652451e+02  
  6.441692655150e+04  ,-5.414064391092e+02  
  6.456542290345e+04  ,-5.414107204211e+02  
  6.471426157484e+04  ,-5.414150092035e+02  
  6.486344335481e+04  ,-5.414193054791e+02  
  6.501296903429e+04  ,-5.414236092706e+02  
  6.516283940607e+04  ,-5.414279206008e+02  
  6.531305526473e+04  ,-5.414322394925e+02  
  6.546361740671e+04  ,-5.414365659684e+02  
  6.561452663027e+04  ,-5.414409000515e+02  
  6.576578373553e+04  ,-5.414452417647e+02  
  6.591738952442e+04  ,-5.414495911310e+02  
  6.606934480074e+04  ,-5.414539481733e+02  
  6.622165037016e+04  ,-5.414583129146e+02  
  6.637430704017e+04  ,-5.414626853780e+02  
  6.652731562016e+04  ,-5.414670655868e+02  
  6.668067692135e+04  ,-5.414714535639e+02  
  6.683439175684e+04  ,-5.414758493327e+02  
  6.698846094164e+04  ,-5.414802529163e+02  
  6.714288529258e+04  ,-5.414846643380e+02  
  6.729766562841e+04  ,-5.414890836211e+02  
  6.745280276977e+04  ,-5.414935107891e+02  
  6.760829753918e+04  ,-5.414979458653e+02  
  6.776415076105e+04  ,-5.415023888731e+02  
  6.792036326170e+04  ,-5.415068398360e+02  
  6.807693586936e+04  ,-5.415112987776e+02  
  6.823386941415e+04  ,-5.415157657215e+02  
  6.839116472813e+04  ,-5.415202406911e+02  
  6.854882264525e+04  ,-5.415247237103e+02  
  6.870684400141e+04  ,-5.415292148027e+02  
  6.886522963441e+04  ,-5.415337139919e+02  
  6.902398038401e+04  ,-5.415382213019e+02  
  6.918309709188e+04  ,-5.415427367564e+02  
  6.934258060164e+04  ,-5.415472603793e+02  
  6.950243175886e+04  ,-5.415517921944e+02  
  6.966265141106e+04  ,-5.415563322259e+02  
  6.982324040770e+04  ,-5.415608804975e+02  
  6.998419960021e+04  ,-5.415654370335e+02  
  7.014552984198e+04  ,-5.415700018578e+02  
  7.030723198837e+04  ,-5.415745749945e+02  
  7.046930689670e+04  ,-5.415791564679e+02  
  7.063175542628e+04  ,-5.415837463022e+02  
  7.079457843840e+04  ,-5.415883445216e+02  
  7.095777679632e+04  ,-5.415929511503e+02  
  7.112135136531e+04  ,-5.415975662129e+02  
  7.128530301263e+04  ,-5.416021897335e+02  
  7.144963260753e+04  ,-5.416068217368e+02  
  7.161434102127e+04  ,-5.416114622470e+02  
  7.177942912712e+04  ,-5.416161112888e+02  
  7.194489780035e+04  ,-5.416207688868e+02  
  7.211074791827e+04  ,-5.416254350655e+02  
  7.227698036020e+04  ,-5.416301098495e+02  
  7.244359600748e+04  ,-5.416347932636e+02  
  7.261059574350e+04  ,-5.416394853326e+02  
  7.277798045366e+04  ,-5.416441860812e+02  
  7.294575102544e+04  ,-5.416488955342e+02  
  7.311390834832e+04  ,-5.416536137166e+02  
  7.328245331387e+04  ,-5.416583406531e+02  
  7.345138681569e+04  ,-5.416630763690e+02  
  7.362070974945e+04  ,-5.416678208891e+02  
  7.379042301289e+04  ,-5.416725742385e+02  
  7.396052750580e+04  ,-5.416773364422e+02  
  7.413102413007e+04  ,-5.416821075256e+02  
  7.430191378965e+04  ,-5.416868875138e+02  
  7.447319739058e+04  ,-5.416916764319e+02  
  7.464487584099e+04  ,-5.416964743054e+02  
  7.481695005110e+04  ,-5.417012811596e+02  
  7.498942093323e+04  ,-5.417060970198e+02  
  7.516228940180e+04  ,-5.417109219115e+02  
  7.533555637335e+04  ,-5.417157558601e+02  
  7.550922276652e+04  ,-5.417205988913e+02  
  7.568328950208e+04  ,-5.417254510305e+02  
  7.585775750290e+04  ,-5.417303123035e+02  
  7.603262769400e+04  ,-5.417351827358e+02  
  7.620790100252e+04  ,-5.417400623532e+02  
  7.638357835775e+04  ,-5.417449511815e+02  
  7.655966069111e+04  ,-5.417498492465e+02  
  7.673614893616e+04  ,-5.417547565740e+02  
  7.691304402864e+04  ,-5.417596731901e+02  
  7.709034690642e+04  ,-5.417645991205e+02  
  7.726805850955e+04  ,-5.417695343914e+02  
  7.744617978023e+04  ,-5.417744790288e+02  
  7.762471166285e+04  ,-5.417794330588e+02  
  7.780365510396e+04  ,-5.417843965076e+02  
  7.798301105231e+04  ,-5.417893694013e+02  
  7.816278045881e+04  ,-5.417943517663e+02  
  7.834296427660e+04  ,-5.417993436288e+02  
  7.852356346099e+04  ,-5.418043450153e+02  
  7.870457896949e+04  ,-5.418093559520e+02  
  7.888601176183e+04  ,-5.418143764655e+02  
  7.906786279996e+04  ,-5.418194065823e+02  
  7.925013304803e+04  ,-5.418244463289e+02  
  7.943282347241e+04  ,-5.418294957319e+02  
  7.961593504171e+04  ,-5.418345548181e+02  
  7.979946872678e+04  ,-5.418396236139e+02  
  7.998342550068e+04  ,-5.418447021464e+02  
  8.016780633875e+04  ,-5.418497904422e+02  
  8.035261221854e+04  ,-5.418548885282e+02  
  8.053784411989e+04  ,-5.418599964314e+02  
  8.072350302486e+04  ,-5.418651141786e+02  
  8.090958991782e+04  ,-5.418702417970e+02  
  8.109610578536e+04  ,-5.418753793135e+02  
  8.128305161639e+04  ,-5.418805267553e+02  
  8.147042840206e+04  ,-5.418856841495e+02  
  8.165823713584e+04  ,-5.418908515234e+02  
  8.184647881346e+04  ,-5.418960289043e+02  
  8.203515443296e+04  ,-5.419012163194e+02  
  8.222426499469e+04  ,-5.419064137962e+02  
  8.241381150128e+04  ,-5.419116213621e+02  
  8.260379495770e+04  ,-5.419168390445e+02  
  8.279421637121e+04  ,-5.419220668709e+02  
  8.298507675142e+04  ,-5.419273048691e+02  
  8.317637711025e+04  ,-5.419325530666e+02  
  8.336811846194e+04  ,-5.419378114911e+02  
  8.356030182310e+04  ,-5.419430801704e+02  
  8.375292821267e+04  ,-5.419483591322e+02  
  8.394599865192e+04  ,-5.419536484044e+02  
  8.413951416450e+04  ,-5.419589480149e+02  
  8.433347577641e+04  ,-5.419642579917e+02  
  8.452788451601e+04  ,-5.419695783628e+02  
  8.472274141404e+04  ,-5.419749091563e+02  
  8.491804750361e+04  ,-5.419802504003e+02  
  8.511380382022e+04  ,-5.419856021229e+02  
  8.531001140174e+04  ,-5.419909643525e+02  
  8.550667128845e+04  ,-5.419963371172e+02  
  8.570378452301e+04  ,-5.420017204454e+02  
  8.590135215052e+04  ,-5.420071143656e+02  
  8.609937521844e+04  ,-5.420125189062e+02  
  8.629785477667e+04  ,-5.420179340956e+02  
  8.649679187755e+04  ,-5.420233599625e+02  
  8.669618757580e+04  ,-5.420287965355e+02  
  8.689604292861e+04  ,-5.420342438432e+02  
  8.709635899559e+04  ,-5.420397019144e+02  
  8.729713683879e+04  ,-5.420451707778e+02  
  8.749837752272e+04  ,-5.420506504624e+02  
  8.770008211434e+04  ,-5.420561409970e+02  
  8.790225168307e+04  ,-5.420616424105e+02  
  8.810488730078e+04  ,-5.420671547320e+02  
  8.830799004183e+04  ,-5.420726779905e+02  
  8.851156098306e+04  ,-5.420782122152e+02  
  8.871560120377e+04  ,-5.420837574353e+02  
  8.892011178577e+04  ,-5.420893136800e+02  
  8.912509381335e+04  ,-5.420948809785e+02  
  8.933054837331e+04  ,-5.421004593602e+02  
  8.953647655494e+04  ,-5.421060488547e+02  
  8.974287945005e+04  ,-5.421116494912e+02  
  8.994975815298e+04  ,-5.421172612995e+02  
  9.015711376057e+04  ,-5.421228843089e+02  
  9.036494737221e+04  ,-5.421285185492e+02  
  9.057326008980e+04  ,-5.421341640502e+02  
  9.078205301779e+04  ,-5.421398208414e+02  
  9.099132726320e+04  ,-5.421454889529e+02  
  9.120108393557e+04  ,-5.421511684144e+02  
  9.141132414700e+04  ,-5.421568592559e+02  
  9.162204901218e+04  ,-5.421625615073e+02  
  9.183325964833e+04  ,-5.421682751988e+02  
  9.204495717529e+04  ,-5.421740003605e+02  
  9.225714271545e+04  ,-5.421797370225e+02  
  9.246981739380e+04  ,-5.421854852150e+02  
  9.268298233791e+04  ,-5.421912449685e+02  
  9.289663867797e+04  ,-5.421970163131e+02  
  9.311078754676e+04  ,-5.422027992794e+02  
  9.332543007967e+04  ,-5.422085938978e+02  
  9.354056741473e+04  ,-5.422144001988e+02  
  9.375620069256e+04  ,-5.422202182131e+02  
  9.397233105644e+04  ,-5.422260479713e+02  
  9.418895965226e+04  ,-5.422318895041e+02  
  9.440608762857e+04  ,-5.422377428422e+02  
  9.462371613655e+04  ,-5.422436080167e+02  
  9.484184633006e+04  ,-5.422494850582e+02  
  9.506047936560e+04  ,-5.422553739979e+02  
  9.527961640234e+04  ,-5.422612748667e+02  
  9.549925860212e+04  ,-5.422671876957e+02  
  9.571940712946e+04  ,-5.422731125161e+02  
  9.594006315157e+04  ,-5.422790493591e+02  
  9.616122783834e+04  ,-5.422849982559e+02  
  9.638290236237e+04  ,-5.422909592379e+02  
  9.660508789896e+04  ,-5.422969323366e+02  
  9.682778562610e+04  ,-5.423029175832e+02  
  9.705099672452e+04  ,-5.423089150095e+02  
  9.727472237767e+04  ,-5.423149246469e+02  
  9.749896377171e+04  ,-5.423209465271e+02  
  9.772372209556e+04  ,-5.423269806819e+02  
  9.794899854084e+04  ,-5.423330271429e+02  
  9.817479430197e+04  ,-5.423390859421e+02  
  9.840111057609e+04  ,-5.423451571114e+02  
  9.862794856309e+04  ,-5.423512406827e+02  
  9.885530946567e+04  ,-5.423573366881e+02  
  9.908319448925e+04  ,-5.423634451596e+02  
  9.931160484207e+04  ,-5.423695661295e+02  
  9.954054173513e+04  ,-5.423756996299e+02  
  9.977000638223e+04  ,-5.423818456932e+02  
  9.999999999997e+04  ,-5.423880043517e+02  
  1.002305238078e+05  ,-5.423941756378e+02  
  1.004615790278e+05  ,-5.424003595841e+02  
  1.006931668852e+05  ,-5.424065562229e+02  
  1.009252886076e+05  ,-5.424127655872e+02  
  1.011579454260e+05  ,-5.424189877093e+02  
  1.013911385736e+05  ,-5.424252226222e+02  
  1.016248692870e+05  ,-5.424314703588e+02  
  1.018591388054e+05  ,-5.424377309516e+02  
  1.020939483707e+05  ,-5.424440044339e+02  
  1.023292992280e+05  ,-5.424502908386e+02  
  1.025651926251e+05  ,-5.424565901988e+02  
  1.028016298126e+05  ,-5.424629025477e+02  
  1.030386120441e+05  ,-5.424692279184e+02  
  1.032761405761e+05  ,-5.424755663442e+02  
  1.035142166679e+05  ,-5.424819178585e+02  
  1.037528415818e+05  ,-5.424882824947e+02  
  1.039920165829e+05  ,-5.424946602864e+02  
  1.042317429393e+05  ,-5.425010512670e+02  
  1.044720219221e+05  ,-5.425074554702e+02  
  1.047128548051e+05  ,-5.425138729297e+02  
  1.049542428652e+05  ,-5.425203036793e+02  
  1.051961873823e+05  ,-5.425267477527e+02  
  1.054386896391e+05  ,-5.425332051839e+02  
  1.056817509213e+05  ,-5.425396760068e+02  
  1.059253725177e+05  ,-5.425461602555e+02  
  1.061695557198e+05  ,-5.425526579642e+02  
  1.064143018224e+05  ,-5.425591691668e+02  
  1.066596121230e+05  ,-5.425656938978e+02  
  1.069054879222e+05  ,-5.425722321914e+02  
  1.071519305237e+05  ,-5.425787840821e+02  
  1.073989412341e+05  ,-5.425853496041e+02  
  1.076465213630e+05  ,-5.425919287922e+02  
  1.078946722230e+05  ,-5.425985216809e+02  
  1.081433951298e+05  ,-5.426051283048e+02  
  1.083926914021e+05  ,-5.426117486987e+02  
  1.086425623617e+05  ,-5.426183828974e+02  
  1.088930093333e+05  ,-5.426250309358e+02  
  1.091440336448e+05  ,-5.426316928489e+02  
  1.093956366272e+05  ,-5.426383686716e+02  
  1.096478196143e+05  ,-5.426450584390e+02  
  1.099005839432e+05  ,-5.426517621864e+02  
  1.101539309541e+05  ,-5.426584799490e+02  
  1.104078619902e+05  ,-5.426652117620e+02  
  1.106623783977e+05  ,-5.426719576608e+02  
  1.109174815262e+05  ,-5.426787176810e+02  
  1.111731727281e+05  ,-5.426854918580e+02  
  1.114294533591e+05  ,-5.426922802275e+02  
  1.116863247780e+05  ,-5.426990828250e+02  
  1.119437883467e+05  ,-5.427058996865e+02  
  1.122018454302e+05  ,-5.427127308476e+02  
  1.124604973967e+05  ,-5.427195763443e+02  
  1.127197456175e+05  ,-5.427264362125e+02  
  1.129795914672e+05  ,-5.427333104883e+02  
  1.132400363235e+05  ,-5.427401992079e+02  
  1.135010815672e+05  ,-5.427471024073e+02  
  1.137627285823e+05  ,-5.427540201229e+02  
  1.140249787561e+05  ,-5.427609523910e+02  
  1.142878334789e+05  ,-5.427678992480e+02  
  1.145512941445e+05  ,-5.427748607304e+02  
  1.148153621497e+05  ,-5.427818368749e+02  
  1.150800388944e+05  ,-5.427888277179e+02  
  1.153453257821e+05  ,-5.427958332962e+02  
  1.156112242192e+05  ,-5.428028536467e+02  
  1.158777356155e+05  ,-5.428098888062e+02  
  1.161448613840e+05  ,-5.428169388116e+02  
  1.164126029410e+05  ,-5.428240036999e+02  
  1.166809617061e+05  ,-5.428310835083e+02  
  1.169499391020e+05  ,-5.428381782739e+02  
  1.172195365548e+05  ,-5.428452880340e+02  
  1.174897554939e+05  ,-5.428524128259e+02  
  1.177605973520e+05  ,-5.428595526870e+02  
  1.180320635651e+05  ,-5.428667076548e+02  
  1.183041555725e+05  ,-5.428738777668e+02  
