  Frequency            , P( V(Vs4))           
  2.546830252585e+01  ,-3.312990938169e+02  
  2.552701302661e+01  ,-3.314671684494e+02  
  2.558585886905e+01  ,-3.316352786769e+02  
  2.564484036518e+01  ,-3.318034243106e+02  
  2.570395782769e+01  ,-3.319716051613e+02  
  2.576321157002e+01  ,-3.321398210404e+02  
  2.582260190634e+01  ,-3.323080717591e+02  
  2.588212915153e+01  ,-3.324763571288e+02  
  2.594179362119e+01  ,-3.326446769613e+02  
  2.600159563165e+01  ,-3.328130310683e+02  
  2.606153549999e+01  ,-3.329814192621e+02  
  2.612161354399e+01  ,-3.331498413551e+02  
  2.618183008219e+01  ,-3.333182971591e+02  
  2.624218543384e+01  ,-3.334867864873e+02  
  2.630267991895e+01  ,-3.336553091524e+02  
  2.636331385825e+01  ,-3.338238649676e+02  
  2.642408757322e+01  ,-3.339924537461e+02  
  2.648500138607e+01  ,-3.341610753019e+02  
  2.654605561975e+01  ,-3.343297294481e+02  
  2.660725059799e+01  ,-3.344984159990e+02  
  2.666858664521e+01  ,-3.346671347690e+02  
  2.673006408663e+01  ,-3.348358855728e+02  
  2.679168324819e+01  ,-3.350046682246e+02  
  2.685344445658e+01  ,-3.351734825401e+02  
  2.691534803927e+01  ,-3.353423283343e+02  
  2.697739432445e+01  ,-3.355112054230e+02  
  2.703958364109e+01  ,-3.356801136215e+02  
  2.710191631891e+01  ,-3.358490527466e+02  
  2.716439268839e+01  ,-3.360180226144e+02  
  2.722701308078e+01  ,-3.361870230417e+02  
  2.728977782808e+01  ,-3.363560538454e+02  
  2.735268726307e+01  ,-3.365251148429e+02  
  2.741574171928e+01  ,-3.366942058520e+02  
  2.747894153102e+01  ,-3.368633266900e+02  
  2.754228703338e+01  ,-3.370324771756e+02  
  2.760577856220e+01  ,-3.372016571274e+02  
  2.766941645411e+01  ,-3.373708663639e+02  
  2.773320104652e+01  ,-3.375401047047e+02  
  2.779713267759e+01  ,-3.377093719689e+02  
  2.786121168630e+01  ,-3.378786679763e+02  
  2.792543841237e+01  ,-3.380479925473e+02  
  2.798981319634e+01  ,-3.382173455022e+02  
  2.805433637951e+01  ,-3.383867266617e+02  
  2.811900830399e+01  ,-3.385561358472e+02  
  2.818382931264e+01  ,-3.387255728802e+02  
  2.824879974915e+01  ,-3.388950375822e+02  
  2.831391995799e+01  ,-3.390645297755e+02  
  2.837919028441e+01  ,-3.392340492827e+02  
  2.844461107448e+01  ,-3.394035959270e+02  
  2.851018267504e+01  ,-3.395731695310e+02  
  2.857590543375e+01  ,-3.397427699190e+02  
  2.864177969906e+01  ,-3.399123969141e+02  
  2.870780582024e+01  ,-3.400820503413e+02  
  2.877398414735e+01  ,-3.402517300252e+02  
  2.884031503126e+01  ,-3.404214357904e+02  
  2.890679882365e+01  ,-3.405911674628e+02  
  2.897343587701e+01  ,-3.407609248682e+02  
  2.904022654464e+01  ,-3.409307078322e+02  
  2.910717118066e+01  ,-3.411005161820e+02  
  2.917427014001e+01  ,-3.412703497443e+02  
  2.924152377843e+01  ,-3.414402083461e+02  
  2.930893245250e+01  ,-3.416100918150e+02  
  2.937649651961e+01  ,-3.417799999797e+02  
  2.944421633799e+01  ,-3.419499326680e+02  
  2.951209226666e+01  ,-3.421198897091e+02  
  2.958012466551e+01  ,-3.422898709318e+02  
  2.964831389524e+01  ,-3.424598761660e+02  
  2.971666031738e+01  ,-3.426299052417e+02  
  2.978516429429e+01  ,-3.427999579889e+02  
  2.985382618918e+01  ,-3.429700342387e+02  
  2.992264636608e+01  ,-3.431401338219e+02  
  2.999162518987e+01  ,-3.433102565704e+02  
  3.006076302628e+01  ,-3.434804023158e+02  
  3.013006024186e+01  ,-3.436505708905e+02  
  3.019951720402e+01  ,-3.438207621269e+02  
  3.026913428101e+01  ,-3.439909758588e+02  
  3.033891184194e+01  ,-3.441612119188e+02  
  3.040885025676e+01  ,-3.443314701414e+02  
  3.047894989628e+01  ,-3.445017503605e+02  
  3.054921113215e+01  ,-3.446720524110e+02  
  3.061963433690e+01  ,-3.448423761276e+02  
  3.069021988391e+01  ,-3.450127213462e+02  
  3.076096814740e+01  ,-3.451830879019e+02  
  3.083187950249e+01  ,-3.453534756318e+02  
  3.090295432513e+01  ,-3.455238843718e+02  
  3.097419299216e+01  ,-3.456943139590e+02  
  3.104559588128e+01  ,-3.458647642312e+02  
  3.111716337106e+01  ,-3.460352350256e+02  
  3.118889584094e+01  ,-3.462057261808e+02  
  3.126079367124e+01  ,-3.463762375350e+02  
  3.133285724315e+01  ,-3.465467689274e+02  
  3.140508693876e+01  ,-3.467173201970e+02  
  3.147748314101e+01  ,-3.468878911838e+02  
  3.155004623374e+01  ,-3.470584817279e+02  
  3.162277660168e+01  ,-3.472290916695e+02  
  3.169567463043e+01  ,-3.473997208496e+02  
  3.176874070650e+01  ,-3.475703691093e+02  
  3.184197521726e+01  ,-3.477410362905e+02  
  3.191537855101e+01  ,-3.479117222348e+02  
  3.198895109691e+01  ,-3.480824267850e+02  
  3.206269324505e+01  ,-3.482531497834e+02  
  3.213660538640e+01  ,-3.484238910734e+02  
  3.221068791283e+01  ,-3.485946504983e+02  
  3.228494121712e+01  ,-3.487654279018e+02  
  3.235936569296e+01  ,-3.489362231286e+02  
  3.243396173493e+01  ,-3.491070360230e+02  
  3.250872973854e+01  ,-3.492778664297e+02  
  3.258367010020e+01  ,-3.494487141945e+02  
  3.265878321723e+01  ,-3.496195791627e+02  
  3.273406948788e+01  ,-3.497904611803e+02  
  3.280952931131e+01  ,-3.499613600940e+02  
  3.288516308760e+01  ,-3.501322757500e+02  
  3.296097121774e+01  ,-3.503032079961e+02  
  3.303695410368e+01  ,-3.504741566793e+02  
  3.311311214826e+01  ,-3.506451216471e+02  
  3.318944575526e+01  ,-3.508161027481e+02  
  3.326595532940e+01  ,-3.509870998308e+02  
  3.334264127632e+01  ,-3.511581127436e+02  
  3.341950400261e+01  ,-3.513291413357e+02  
  3.349654391578e+01  ,-3.515001854568e+02  
  3.357376142429e+01  ,-3.516712449565e+02  
  3.365115693755e+01  ,-3.518423196851e+02  
  3.372873086588e+01  ,-3.520134094928e+02  
  3.380648362060e+01  ,-3.521845142307e+02  
  3.388441561392e+01  ,-3.523556337495e+02  
  3.396252725904e+01  ,-3.525267679008e+02  
  3.404081897010e+01  ,-3.526979165363e+02  
  3.411929116219e+01  ,-3.528690795082e+02  
  3.419794425137e+01  ,-3.530402566683e+02  
  3.427677865464e+01  ,-3.532114478698e+02  
  3.435579478998e+01  ,-3.533826529652e+02  
  3.443499307633e+01  ,-3.535538718082e+02  
  3.451437393358e+01  ,-3.537251042518e+02  
  3.459393778261e+01  ,-3.538963501499e+02  
  3.467368504525e+01  ,-3.540676093569e+02  
  3.475361614432e+01  ,-3.542388817268e+02  
  3.483373150360e+01  ,-3.544101671145e+02  
  3.491403154786e+01  ,-3.545814653748e+02  
  3.499451670283e+01  ,-3.547527763629e+02  
  3.507518739525e+01  ,-3.549240999342e+02  
  3.515604405283e+01  ,-3.550954359444e+02  
  3.523708710425e+01  ,-3.552667842496e+02  
  3.531831697919e+01  ,-3.554381447063e+02  
  3.539973410834e+01  ,-3.556095171702e+02  
  3.548133892335e+01  ,-3.557809014985e+02  
  3.556313185690e+01  ,-3.559522975483e+02  
  3.564511334262e+01  ,-3.561237051766e+02  
  3.572728381519e+01  ,-3.562951242408e+02  
  3.580964371026e+01  ,-3.564665545989e+02  
  3.589219346450e+01  ,-3.566379961081e+02  
  3.597493351557e+01  ,-3.568094486272e+02  
  3.605786430216e+01  ,-3.569809120144e+02  
  3.614098626396e+01  ,-3.571523861279e+02  
  3.622429984167e+01  ,-3.573238708268e+02  
  3.630780547701e+01  ,-3.574953659697e+02  
  3.639150361272e+01  ,-3.576668714163e+02  
  3.647539469256e+01  ,-3.578383870256e+02  
  3.655947916131e+01  ,-3.580099126571e+02  
  3.664375746478e+01  ,-3.581814481708e+02  
  3.672823004981e+01  ,-3.583529934262e+02  
  3.681289736425e+01  ,-3.585245482839e+02  
  3.689775985701e+01  ,-3.586961126037e+02  
  3.698281797802e+01  ,-3.588676862464e+02  
  3.706807217825e+01  ,-3.590392690725e+02  
  3.715352290971e+01  ,-3.592108609425e+02  
  3.723917062545e+01  ,-3.593824617175e+02  
  3.732501577957e+01  ,-3.595540712587e+02  
  3.741105882720e+01  ,-3.597256894268e+02  
  3.749730022455e+01  ,-3.598973160838e+02  
  3.758374042884e+01  ,-3.600689510907e+02  
  3.767037989839e+01  ,-3.602405943093e+02  
  3.775721909254e+01  ,-3.604122456014e+02  
  3.784425847171e+01  ,-3.605839048285e+02  
  3.793149849737e+01  ,-3.607555718530e+02  
  3.801893963205e+01  ,-3.609272465368e+02  
  3.810658233937e+01  ,-3.610989287419e+02  
  3.819442708400e+01  ,-3.612706183309e+02  
  3.828247433168e+01  ,-3.614423151659e+02  
  3.837072454922e+01  ,-3.616140191096e+02  
  3.845917820453e+01  ,-3.617857300243e+02  
  3.854783576657e+01  ,-3.619574477729e+02  
  3.863669770540e+01  ,-3.621291722181e+02  
  3.872576449216e+01  ,-3.623009032223e+02  
  3.881503659906e+01  ,-3.624726406486e+02  
  3.890451449942e+01  ,-3.626443843602e+02  
  3.899419866765e+01  ,-3.628161342196e+02  
  3.908408957924e+01  ,-3.629878900899e+02  
  3.917418771078e+01  ,-3.631596518342e+02  
  3.926449353996e+01  ,-3.633314193159e+02  
  3.935500754557e+01  ,-3.635031923976e+02  
  3.944573020752e+01  ,-3.636749709427e+02  
  3.953666200681e+01  ,-3.638467548146e+02  
  3.962780342554e+01  ,-3.640185438763e+02  
  3.971915494694e+01  ,-3.641903379908e+02  
  3.981071705535e+01  ,-3.643621370217e+02  
  3.990249023621e+01  ,-3.645339408320e+02  
  3.999447497611e+01  ,-3.647057492849e+02  
  4.008667176273e+01  ,-3.648775622440e+02  
  4.017908108489e+01  ,-3.650493795718e+02  
  4.027170343254e+01  ,-3.652212011320e+02  
  4.036453929676e+01  ,-3.653930267878e+02  
  4.045758916974e+01  ,-3.655648564021e+02  
  4.055085354483e+01  ,-3.657366898382e+02  
  4.064433291652e+01  ,-3.659085269590e+02  
  4.073802778041e+01  ,-3.660803676278e+02  
  4.083193863327e+01  ,-3.662522117072e+02  
  4.092606597300e+01  ,-3.664240590602e+02  
  4.102041029866e+01  ,-3.665959095500e+02  
  4.111497211045e+01  ,-3.667677630389e+02  
  4.120975190973e+01  ,-3.669396193901e+02  
  4.130475019901e+01  ,-3.671114784661e+02  
  4.139996748197e+01  ,-3.672833401293e+02  
  4.149540426343e+01  ,-3.674552042423e+02  
  4.159106104940e+01  ,-3.676270706678e+02  
  4.168693834703e+01  ,-3.677989392677e+02  
  4.178303666466e+01  ,-3.679708099042e+02  
  4.187935651179e+01  ,-3.681426824396e+02  
  4.197589839910e+01  ,-3.683145567359e+02  
  4.207266283844e+01  ,-3.684864326549e+02  
  4.216965034285e+01  ,-3.686583100585e+02  
  4.226686142656e+01  ,-3.688301888079e+02  
  4.236429660495e+01  ,-3.690020687653e+02  
  4.246195639463e+01  ,-3.691739497916e+02  
  4.255984131337e+01  ,-3.693458317479e+02  
  4.265795188016e+01  ,-3.695177144955e+02  
  4.275628861515e+01  ,-3.696895978954e+02  
  4.285485203974e+01  ,-3.698614818082e+02  
  4.295364267649e+01  ,-3.700333660947e+02  
  4.305266104917e+01  ,-3.702052506152e+02  
  4.315190768277e+01  ,-3.703771352300e+02  
  4.325138310350e+01  ,-3.705490197992e+02  
  4.335108783875e+01  ,-3.707209041827e+02  
  4.345102241715e+01  ,-3.708927882402e+02  
  4.355118736855e+01  ,-3.710646718315e+02  
  4.365158322401e+01  ,-3.712365548155e+02  
  4.375221051582e+01  ,-3.714084370517e+02  
  4.385306977749e+01  ,-3.715803183990e+02  
  4.395416154378e+01  ,-3.717521987160e+02  
  4.405548635065e+01  ,-3.719240778613e+02  
  4.415704473533e+01  ,-3.720959556932e+02  
  4.425883723626e+01  ,-3.722678320695e+02  
  4.436086439314e+01  ,-3.724397068487e+02  
  4.446312674691e+01  ,-3.726115798877e+02  
  4.456562483975e+01  ,-3.727834510443e+02  
  4.466835921509e+01  ,-3.729553201755e+02  
  4.477133041763e+01  ,-3.731271871382e+02  
  4.487453899331e+01  ,-3.732990517891e+02  
  4.497798548932e+01  ,-3.734709139845e+02  
  4.508167045414e+01  ,-3.736427735804e+02  
  4.518559443749e+01  ,-3.738146304328e+02  
  4.528975799036e+01  ,-3.739864843973e+02  
  4.539416166502e+01  ,-3.741583353291e+02  
  4.549880601500e+01  ,-3.743301830834e+02  
  4.560369159513e+01  ,-3.745020275146e+02  
  4.570881896148e+01  ,-3.746738684775e+02  
  4.581418867145e+01  ,-3.748457058261e+02  
  4.591980128368e+01  ,-3.750175394143e+02  
  4.602565735813e+01  ,-3.751893690956e+02  
  4.613175745603e+01  ,-3.753611947234e+02  
  4.623810213992e+01  ,-3.755330161505e+02  
  4.634469197362e+01  ,-3.757048332296e+02  
  4.645152752227e+01  ,-3.758766458131e+02  
  4.655860935229e+01  ,-3.760484537528e+02  
  4.666593803142e+01  ,-3.762202569008e+02  
  4.677351412872e+01  ,-3.763920551078e+02  
  4.688133821452e+01  ,-3.765638482253e+02  
  4.698941086052e+01  ,-3.767356361037e+02  
  4.709773263969e+01  ,-3.769074185936e+02  
  4.720630412635e+01  ,-3.770791955447e+02  
  4.731512589614e+01  ,-3.772509668067e+02  
  4.742419852602e+01  ,-3.774227322291e+02  
  4.753352259428e+01  ,-3.775944916605e+02  
  4.764309868054e+01  ,-3.777662449498e+02  
  4.775292736576e+01  ,-3.779379919450e+02  
  4.786300923226e+01  ,-3.781097324938e+02  
  4.797334486366e+01  ,-3.782814664439e+02  
  4.808393484497e+01  ,-3.784531936423e+02  
  4.819477976251e+01  ,-3.786249139357e+02  
  4.830588020397e+01  ,-3.787966271703e+02  
  4.841723675841e+01  ,-3.789683331923e+02  
  4.852885001621e+01  ,-3.791400318470e+02  
  4.864072056914e+01  ,-3.793117229796e+02  
  4.875284901033e+01  ,-3.794834064349e+02  
  4.886523593428e+01  ,-3.796550820572e+02  
  4.897788193684e+01  ,-3.798267496905e+02  
  4.909078761526e+01  ,-3.799984091785e+02  
  4.920395356814e+01  ,-3.801700603639e+02  
  4.931738039549e+01  ,-3.803417030898e+02  
  4.943106869868e+01  ,-3.805133371984e+02  
  4.954501908047e+01  ,-3.806849625314e+02  
  4.965923214503e+01  ,-3.808565789305e+02  
  4.977370849789e+01  ,-3.810281862367e+02  
  4.988844874600e+01  ,-3.811997842905e+02  
  5.000345349769e+01  ,-3.813713729322e+02  
  5.011872336272e+01  ,-3.815429520014e+02  
  5.023425895223e+01  ,-3.817145213374e+02  
  5.035006087879e+01  ,-3.818860807793e+02  
  5.046612975635e+01  ,-3.820576301652e+02  
  5.058246620031e+01  ,-3.822291693333e+02  
  5.069907082747e+01  ,-3.824006981209e+02  
  5.081594425605e+01  ,-3.825722163654e+02  
  5.093308710571e+01  ,-3.827437239031e+02  
  5.105049999754e+01  ,-3.829152205702e+02  
  5.116818355403e+01  ,-3.830867062027e+02  
  5.128613839913e+01  ,-3.832581806355e+02  
  5.140436515824e+01  ,-3.834296437036e+02  
  5.152286445817e+01  ,-3.836010952411e+02  
  5.164163692720e+01  ,-3.837725350820e+02  
  5.176068319505e+01  ,-3.839439630596e+02  
  5.188000389289e+01  ,-3.841153790069e+02  
  5.199959965335e+01  ,-3.842867827562e+02  
  5.211947111050e+01  ,-3.844581741394e+02  
  5.223961889991e+01  ,-3.846295529881e+02  
  5.236004365857e+01  ,-3.848009191332e+02  
  5.248074602497e+01  ,-3.849722724052e+02  
  5.260172663907e+01  ,-3.851436126343e+02  
  5.272298614228e+01  ,-3.853149396496e+02  
  5.284452517751e+01  ,-3.854862532804e+02  
  5.296634438916e+01  ,-3.856575533553e+02  
  5.308844442309e+01  ,-3.858288397022e+02  
  5.321082592667e+01  ,-3.860001121488e+02  
  5.333348954876e+01  ,-3.861713705219e+02  
  5.345643593969e+01  ,-3.863426146483e+02  
  5.357966575133e+01  ,-3.865138443539e+02  
  5.370317963702e+01  ,-3.866850594643e+02  
  5.382697825162e+01  ,-3.868562598044e+02  
  5.395106225151e+01  ,-3.870274451989e+02  
  5.407543229455e+01  ,-3.871986154720e+02  
  5.420008904016e+01  ,-3.873697704468e+02  
  5.432503314924e+01  ,-3.875409099466e+02  
  5.445026528424e+01  ,-3.877120337937e+02  
  5.457578610912e+01  ,-3.878831418101e+02  
  5.470159628939e+01  ,-3.880542338175e+02  
  5.482769649208e+01  ,-3.882253096368e+02  
  5.495408738576e+01  ,-3.883963690882e+02  
  5.508076964054e+01  ,-3.885674119917e+02  
  5.520774392807e+01  ,-3.887384381668e+02  
  5.533501092157e+01  ,-3.889094474323e+02  
  5.546257129579e+01  ,-3.890804396066e+02  
  5.559042572704e+01  ,-3.892514145075e+02  
  5.571857489319e+01  ,-3.894223719523e+02  
  5.584701947368e+01  ,-3.895933117577e+02  
  5.597576014951e+01  ,-3.897642337401e+02  
  5.610479760324e+01  ,-3.899351377151e+02  
  5.623413251903e+01  ,-3.901060234981e+02  
  5.636376558259e+01  ,-3.902768909036e+02  
  5.649369748123e+01  ,-3.904477397458e+02  
  5.662392890382e+01  ,-3.906185698382e+02  
  5.675446054085e+01  ,-3.907893809941e+02  
  5.688529308438e+01  ,-3.909601730258e+02  
  5.701642722807e+01  ,-3.911309457457e+02  
  5.714786366718e+01  ,-3.913016989648e+02  
  5.727960309858e+01  ,-3.914724324945e+02  
  5.741164622073e+01  ,-3.916431461450e+02  
  5.754399373371e+01  ,-3.918138397261e+02  
  5.767664633922e+01  ,-3.919845130475e+02  
  5.780960474057e+01  ,-3.921551659178e+02  
  5.794286964268e+01  ,-3.923257981452e+02  
  5.807644175213e+01  ,-3.924964095376e+02  
  5.821032177708e+01  ,-3.926669999022e+02  
  5.834451042737e+01  ,-3.928375690459e+02  
  5.847900841444e+01  ,-3.930081167744e+02  
  5.861381645140e+01  ,-3.931786428935e+02  
  5.874893525297e+01  ,-3.933491472085e+02  
  5.888436553555e+01  ,-3.935196295236e+02  
  5.902010801718e+01  ,-3.936900896431e+02  
  5.915616341754e+01  ,-3.938605273703e+02  
  5.929253245799e+01  ,-3.940309425082e+02  
  5.942921586155e+01  ,-3.942013348594e+02  
  5.956621435290e+01  ,-3.943717042252e+02  
  5.970352865838e+01  ,-3.945420504076e+02  
  5.984115950603e+01  ,-3.947123732071e+02  
  5.997910762555e+01  ,-3.948826724239e+02  
  6.011737374832e+01  ,-3.950529478578e+02  
  6.025595860743e+01  ,-3.952231993080e+02  
  6.039486293763e+01  ,-3.953934265732e+02  
  6.053408747539e+01  ,-3.955636294516e+02  
  6.067363295884e+01  ,-3.957338077405e+02  
  6.081350012787e+01  ,-3.959039612373e+02  
  6.095368972401e+01  ,-3.960740897385e+02  
  6.109420249055e+01  ,-3.962441930398e+02  
  6.123503917247e+01  ,-3.964142709371e+02  
  6.137620051647e+01  ,-3.965843232250e+02  
  6.151768727098e+01  ,-3.967543496981e+02  
  6.165950018614e+01  ,-3.969243501502e+02  
  6.180164001384e+01  ,-3.970943243748e+02  
  6.194410750767e+01  ,-3.972642721646e+02  
  6.208690342300e+01  ,-3.974341933118e+02  
  6.223002851691e+01  ,-3.976040876083e+02  
  6.237348354824e+01  ,-3.977739548454e+02  
  6.251726927756e+01  ,-3.979437948139e+02  
  6.266138646723e+01  ,-3.981136073038e+02  
  6.280583588133e+01  ,-3.982833921048e+02  
  6.295061828571e+01  ,-3.984531490063e+02  
  6.309573444801e+01  ,-3.986228777967e+02  
  6.324118513762e+01  ,-3.987925782642e+02  
  6.338697112569e+01  ,-3.989622501964e+02  
  6.353309318517e+01  ,-3.991318933804e+02  
  6.367955209079e+01  ,-3.993015076028e+02  
  6.382634861905e+01  ,-3.994710926495e+02  
  6.397348354826e+01  ,-3.996406483062e+02  
  6.412095765851e+01  ,-3.998101743579e+02  
  6.426877173170e+01  ,-3.999796705890e+02  
  6.441692655151e+01  ,-4.001491367837e+02  
  6.456542290346e+01  ,-4.003185727254e+02  
  6.471426157485e+01  ,-4.004879781970e+02  
  6.486344335482e+01  ,-4.006573529811e+02  
  6.501296903430e+01  ,-4.008266968595e+02  
  6.516283940608e+01  ,-4.009960096139e+02  
  6.531305526474e+01  ,-4.011652910251e+02  
  6.546361740672e+01  ,-4.013345408736e+02  
  6.561452663028e+01  ,-4.015037589393e+02  
  6.576578373554e+01  ,-4.016729450018e+02  
  6.591738952443e+01  ,-4.018420988400e+02  
  6.606934480075e+01  ,-4.020112202323e+02  
  6.622165037017e+01  ,-4.021803089568e+02  
  6.637430704018e+01  ,-4.023493647908e+02  
  6.652731562017e+01  ,-4.025183875116e+02  
  6.668067692136e+01  ,-4.026873768953e+02  
  6.683439175686e+01  ,-4.028563327182e+02  
  6.698846094165e+01  ,-4.030252547556e+02  
  6.714288529259e+01  ,-4.031941427827e+02  
  6.729766562843e+01  ,-4.033629965740e+02  
  6.745280276979e+01  ,-4.035318159037e+02  
  6.760829753919e+01  ,-4.037006005452e+02  
  6.776415076106e+01  ,-4.038693502717e+02  
  6.792036326171e+01  ,-4.040380648558e+02  
  6.807693586937e+01  ,-4.042067440696e+02  
  6.823386941416e+01  ,-4.043753876849e+02  
  6.839116472814e+01  ,-4.045439954727e+02  
  6.854882264526e+01  ,-4.047125672041e+02  
  6.870684400142e+01  ,-4.048811026490e+02  
  6.886522963442e+01  ,-4.050496015774e+02  
  6.902398038402e+01  ,-4.052180637586e+02  
  6.918309709189e+01  ,-4.053864889613e+02  
  6.934258060165e+01  ,-4.055548769543e+02  
  6.950243175887e+01  ,-4.057232275052e+02  
  6.966265141107e+01  ,-4.058915403817e+02  
  6.982324040771e+01  ,-4.060598153507e+02  
  6.998419960022e+01  ,-4.062280521788e+02  
  7.014552984199e+01  ,-4.063962506322e+02  
  7.030723198838e+01  ,-4.065644104766e+02  
  7.046930689671e+01  ,-4.067325314771e+02  
  7.063175542629e+01  ,-4.069006133986e+02  
  7.079457843841e+01  ,-4.070686560053e+02  
  7.095777679633e+01  ,-4.072366590613e+02  
  7.112135136533e+01  ,-4.074046223299e+02  
  7.128530301265e+01  ,-4.075725455742e+02  
  7.144963260754e+01  ,-4.077404285567e+02  
  7.161434102128e+01  ,-4.079082710396e+02  
  7.177942912713e+01  ,-4.080760727846e+02  
  7.194489780036e+01  ,-4.082438335529e+02  
  7.211074791828e+01  ,-4.084115531054e+02  
  7.227698036021e+01  ,-4.085792312026e+02  
  7.244359600749e+01  ,-4.087468676045e+02  
  7.261059574351e+01  ,-4.089144620706e+02  
  7.277798045368e+01  ,-4.090820143600e+02  
  7.294575102545e+01  ,-4.092495242316e+02  
  7.311390834833e+01  ,-4.094169914435e+02  
  7.328245331388e+01  ,-4.095844157537e+02  
  7.345138681570e+01  ,-4.097517969199e+02  
  7.362070974947e+01  ,-4.099191346988e+02  
  7.379042301290e+01  ,-4.100864288473e+02  
  7.396052750582e+01  ,-4.102536791217e+02  
  7.413102413008e+01  ,-4.104208852777e+02  
  7.430191378966e+01  ,-4.105880470710e+02  
  7.447319739059e+01  ,-4.107551642563e+02  
  7.464487584100e+01  ,-4.109222365885e+02  
  7.481695005111e+01  ,-4.110892638220e+02  
  7.498942093324e+01  ,-4.112562457103e+02  
  7.516228940181e+01  ,-4.114231820072e+02  
  7.533555637336e+01  ,-4.115900724655e+02  
  7.550922276654e+01  ,-4.117569168383e+02  
  7.568328950209e+01  ,-4.119237148775e+02  
  7.585775750291e+01  ,-4.120904663352e+02  
  7.603262769401e+01  ,-4.122571709629e+02  
  7.620790100253e+01  ,-4.124238285119e+02  
  7.638357835776e+01  ,-4.125904387330e+02  
  7.655966069112e+01  ,-4.127570013764e+02  
  7.673614893617e+01  ,-4.129235161925e+02  
  7.691304402865e+01  ,-4.130899829305e+02  
  7.709034690644e+01  ,-4.132564013402e+02  
  7.726805850956e+01  ,-4.134227711702e+02  
  7.744617978024e+01  ,-4.135890921692e+02  
  7.762471166286e+01  ,-4.137553640855e+02  
  7.780365510397e+01  ,-4.139215866668e+02  
  7.798301105232e+01  ,-4.140877596607e+02  
  7.816278045883e+01  ,-4.142538828143e+02  
  7.834296427661e+01  ,-4.144199558743e+02  
  7.852356346100e+01  ,-4.145859785875e+02  
  7.870457896950e+01  ,-4.147519506995e+02  
  7.888601176185e+01  ,-4.149178719565e+02  
  7.906786279997e+01  ,-4.150837421035e+02  
  7.925013304804e+01  ,-4.152495608859e+02  
  7.943282347242e+01  ,-4.154153280482e+02  
  7.961593504172e+01  ,-4.155810433348e+02  
  7.979946872679e+01  ,-4.157467064900e+02  
  7.998342550069e+01  ,-4.159123172572e+02  
  8.016780633876e+01  ,-4.160778753798e+02  
  8.035261221855e+01  ,-4.162433806010e+02  
  8.053784411990e+01  ,-4.164088326635e+02  
  8.072350302488e+01  ,-4.165742313097e+02  
  8.090958991783e+01  ,-4.167395762816e+02  
  8.109610578538e+01  ,-4.169048673210e+02  
  8.128305161640e+01  ,-4.170701041694e+02  
  8.147042840208e+01  ,-4.172352865679e+02  
  8.165823713585e+01  ,-4.174004142571e+02  
  8.184647881347e+01  ,-4.175654869778e+02  
  8.203515443297e+01  ,-4.177305044700e+02  
  8.222426499470e+01  ,-4.178954664737e+02  
  8.241381150129e+01  ,-4.180603727283e+02  
  8.260379495771e+01  ,-4.182252229732e+02  
  8.279421637123e+01  ,-4.183900169473e+02  
  8.298507675143e+01  ,-4.185547543894e+02  
  8.317637711026e+01  ,-4.187194350378e+02  
  8.336811846195e+01  ,-4.188840586305e+02  
  8.356030182312e+01  ,-4.190486249054e+02  
  8.375292821268e+01  ,-4.192131335999e+02  
  8.394599865193e+01  ,-4.193775844513e+02  
  8.413951416451e+01  ,-4.195419771965e+02  
  8.433347577642e+01  ,-4.197063115720e+02  
  8.452788451602e+01  ,-4.198705873143e+02  
  8.472274141405e+01  ,-4.200348041594e+02  
  8.491804750362e+01  ,-4.201989618433e+02  
  8.511380382023e+01  ,-4.203630601012e+02  
  8.531001140175e+01  ,-4.205270986685e+02  
  8.550667128846e+01  ,-4.206910772803e+02  
  8.570378452303e+01  ,-4.208549956710e+02  
  8.590135215053e+01  ,-4.210188535754e+02  
  8.609937521845e+01  ,-4.211826507274e+02  
  8.629785477669e+01  ,-4.213463868611e+02  
  8.649679187756e+01  ,-4.215100617100e+02  
  8.669618757581e+01  ,-4.216736750076e+02  
  8.689604292862e+01  ,-4.218372264870e+02  
  8.709635899560e+01  ,-4.220007158810e+02  
  8.729713683880e+01  ,-4.221641429224e+02  
  8.749837752273e+01  ,-4.223275073434e+02  
  8.770008211435e+01  ,-4.224908088763e+02  
  8.790225168308e+01  ,-4.226540472529e+02  
  8.810488730079e+01  ,-4.228172222049e+02  
  8.830799004185e+01  ,-4.229803334636e+02  
  8.851156098307e+01  ,-4.231433807601e+02  
  8.871560120379e+01  ,-4.233063638255e+02  
  8.892011178579e+01  ,-4.234692823905e+02  
  8.912509381337e+01  ,-4.236321361854e+02  
  8.933054837332e+01  ,-4.237949249406e+02  
  8.953647655495e+01  ,-4.239576483860e+02  
  8.974287945007e+01  ,-4.241203062512e+02  
  8.994975815299e+01  ,-4.242828982660e+02  
  9.015711376059e+01  ,-4.244454241596e+02  
  9.036494737222e+01  ,-4.246078836610e+02  
  9.057326008981e+01  ,-4.247702764994e+02  
  9.078205301781e+01  ,-4.249326024031e+02  
  9.099132726322e+01  ,-4.250948611008e+02  
  9.120108393558e+01  ,-4.252570523206e+02  
  9.141132414702e+01  ,-4.254191757905e+02  
  9.162204901219e+01  ,-4.255812312385e+02  
  9.183325964835e+01  ,-4.257432183920e+02  
  9.204495717531e+01  ,-4.259051369786e+02  
